state,report_for_period_ending,indicator_type,0-7,15-21,22-28,29-35,36-42,43-49,50-56,57-63,64-70,71-+,8-14,total,21days_or_fewer,nonmonetary_determination_time_lapse,md_fy_num,md_fy_str
NY,2021-01-31,inter-ui,44,222,98,34,16,20,7,4,3,44,182,674,448,0.664688427299703,2020,2020-2021
NY,2021-01-31,intra-total,6082,8960,4114,1691,747,443,365,307,268,1832,8591,33400,23633,0.707574850299401,2020,2020-2021
NY,2021-01-31,intra-ucfe,11,16,20,7,6,4,2,1,1,5,10,83,37,0.445783132530121,2020,2020-2021
NY,2021-01-31,intra-ucx,23,17,15,9,1,1,1,0,0,4,24,95,64,0.673684210526316,2020,2020-2021
NY,2021-01-31,intra-ui,6048,8927,4079,1675,740,438,362,306,267,1823,8557,33222,23532,0.708325808199386,2020,2020-2021
NY,2021-02-28,inter-total,7,62,24,20,14,11,15,10,6,315,60,544,129,0.237132352941176,2020,2020-2021
NY,2021-02-28,inter-ucfe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,2020-2021
NY,2021-02-28,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-02-28,inter-ui,7,62,24,20,13,11,15,10,6,315,60,543,129,0.237569060773481,2020,2020-2021
NY,2021-02-28,intra-total,460,1676,751,615,551,510,481,304,280,12059,1669,19356,3805,0.196579871874354,2020,2020-2021
NY,2021-02-28,intra-ucfe,1,1,0,4,0,0,0,0,0,3,1,10,3,0.3,2020,2020-2021
NY,2021-02-28,intra-ucx,1,2,0,0,0,0,0,0,0,12,2,17,5,0.294117647058824,2020,2020-2021
NY,2021-02-28,intra-ui,458,1673,751,611,551,510,481,304,280,12044,1666,19329,3797,0.196440581509649,2020,2020-2021
NY,2021-03-31,inter-total,14,51,16,5,2,7,8,7,3,128,40,281,105,0.373665480427046,2020,2020-2021
NY,2021-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-03-31,inter-ui,14,51,16,5,2,7,8,7,3,128,40,281,105,0.373665480427046,2020,2020-2021
NY,2021-03-31,intra-total,369,1422,619,314,232,171,185,176,173,6919,1370,11950,3161,0.264518828451883,2020,2020-2021
NY,2021-03-31,intra-ucfe,0,0,1,1,0,0,2,0,0,4,0,8,0,0,2020,2020-2021
NY,2021-03-31,intra-ucx,0,4,2,0,0,0,0,0,0,5,1,12,5,0.416666666666667,2020,2020-2021
NY,2021-03-31,intra-ui,369,1418,616,313,232,171,183,176,173,6910,1369,11930,3156,0.264543168482816,2020,2020-2021
NY,2021-04-30,inter-total,2,17,19,20,21,8,5,4,3,100,3,202,22,0.108910891089109,2020,2020-2021
NY,2021-04-30,inter-ucfe,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2020,2020-2021
NY,2021-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-04-30,inter-ui,2,17,19,20,20,8,4,4,3,100,3,200,22,0.11,2020,2020-2021
NY,2021-04-30,intra-total,175,537,812,888,765,299,164,105,73,5022,302,9142,1014,0.110916648435791,2020,2020-2021
NY,2021-04-30,intra-ucfe,2,0,0,0,0,0,0,0,0,4,0,6,2,0.333333333333333,2020,2020-2021
NY,2021-04-30,intra-ucx,0,0,0,0,0,1,0,0,0,14,0,15,0,0,2020,2020-2021
NY,2021-04-30,intra-ui,173,537,812,888,765,298,164,105,73,5004,302,9121,1012,0.110952746409385,2020,2020-2021
NY,2021-05-31,inter-total,3,9,6,10,13,38,27,12,12,109,7,246,19,0.0772357723577236,2020,2020-2021
NY,2021-05-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-05-31,inter-ui,3,9,6,10,13,38,27,12,12,109,7,246,19,0.0772357723577236,2020,2020-2021
NY,2021-05-31,intra-total,264,313,404,507,774,1778,1169,649,454,6576,262,13150,839,0.0638022813688213,2020,2020-2021
NY,2021-05-31,intra-ucfe,0,0,0,0,0,3,0,2,3,4,0,12,0,0,2020,2020-2021
NY,2021-05-31,intra-ucx,1,1,0,0,0,1,0,0,1,4,0,8,2,0.25,2020,2020-2021
NY,2021-05-31,intra-ui,263,312,404,507,774,1774,1169,647,450,6568,262,13130,837,0.0637471439451637,2020,2020-2021
NY,2021-06-30,inter-total,5,6,8,7,2,19,24,35,20,207,15,348,26,0.0747126436781609,2020,2020-2021
NY,2021-06-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020-2021
NY,2021-06-30,inter-ui,5,6,8,7,2,19,24,35,20,207,15,348,26,0.0747126436781609,2020,2020-2021
NY,2021-06-30,intra-total,373,290,429,419,495,766,1359,1771,1038,10217,246,17403,909,0.0522323737286675,2020,2020-2021
NY,2021-06-30,intra-ucfe,0,0,0,0,0,0,0,2,1,8,0,11,0,0,2020,2020-2021
NY,2021-06-30,intra-ucx,0,0,0,0,0,0,0,0,0,8,0,8,0,0,2020,2020-2021
NY,2021-06-30,intra-ui,373,290,429,419,495,766,1359,1769,1037,10201,246,17384,909,0.052289461573861,2020,2020-2021
NY,2021-07-31,inter-total,11,11,16,11,14,8,22,48,133,246,6,526,28,0.0532319391634981,2021,2021-2022
NY,2021-07-31,inter-ucfe,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2021,2021-2022
NY,2021-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2021-07-31,inter-ui,10,11,16,11,14,8,22,48,133,246,6,525,27,0.0514285714285714,2021,2021-2022
NY,2021-07-31,intra-total,261,795,596,459,437,424,530,1276,3106,11137,416,19437,1472,0.0757318516231929,2021,2021-2022
NY,2021-07-31,intra-ucfe,0,0,0,0,1,0,0,0,1,10,0,12,0,0,2021,2021-2022
NY,2021-07-31,intra-ucx,2,0,0,0,0,0,0,1,1,4,0,8,2,0.25,2021,2021-2022
NY,2021-07-31,intra-ui,259,795,596,459,436,424,530,1275,3104,11123,416,19417,1470,0.075706854817943,2021,2021-2022
NY,2021-08-31,inter-total,2,8,3,8,7,16,13,19,8,202,12,298,22,0.0738255033557047,2021,2021-2022
NY,2021-08-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2021-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2021-08-31,inter-ui,2,8,3,8,7,16,13,19,8,202,12,298,22,0.0738255033557047,2021,2021-2022
NY,2021-08-31,intra-total,278,488,371,494,617,759,708,759,715,10749,310,16248,1076,0.0662235352043328,2021,2021-2022
NY,2021-08-31,intra-ucfe,0,0,0,0,1,0,0,0,0,11,1,13,1,0.0769230769230769,2021,2021-2022
NY,2021-08-31,intra-ucx,1,1,1,3,0,0,3,0,0,12,0,21,2,0.0952380952380952,2021,2021-2022
NY,2021-08-31,intra-ui,277,487,370,491,616,759,705,759,715,10726,309,16214,1073,0.0661773775749353,2021,2021-2022
NY,2021-09-30,inter-total,10,15,5,7,14,14,14,13,12,187,7,298,32,0.10738255033557,2021,2021-2022
NY,2021-09-30,inter-ucfe,0,0,0,0,0,0,0,0,1,1,1,3,1,0.333333333333333,2021,2021-2022
NY,2021-09-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2021-09-30,inter-ui,10,15,5,7,14,14,14,13,11,186,6,295,31,0.105084745762712,2021,2021-2022
NY,2021-09-30,intra-total,1088,483,400,361,507,518,642,505,595,10385,433,15917,2004,0.125903122447697,2021,2021-2022
NY,2021-09-30,intra-ucfe,0,0,0,0,0,3,0,1,0,7,0,11,0,0,2021,2021-2022
NY,2021-09-30,intra-ucx,4,1,0,2,0,0,0,0,1,9,1,18,6,0.333333333333333,2021,2021-2022
NY,2021-09-30,intra-ui,1084,482,400,359,507,515,642,504,594,10369,432,15888,1998,0.125755287009063,2021,2021-2022
NY,2021-10-31,inter-total,10,30,19,6,342,15,15,14,8,303,19,781,59,0.0755441741357234,2021,2021-2022
NY,2021-10-31,inter-ucfe,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2021,2021-2022
NY,2021-10-31,inter-ucx,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021,2021-2022
NY,2021-10-31,inter-ui,10,30,19,6,342,15,15,14,8,299,19,777,59,0.0759330759330759,2021,2021-2022
NY,2021-10-31,intra-total,2603,983,778,649,2153,482,456,473,397,13099,1412,23485,4998,0.212816691505216,2021,2021-2022
NY,2021-10-31,intra-ucfe,1,2,2,0,0,0,1,1,0,12,2,21,5,0.238095238095238,2021,2021-2022
NY,2021-10-31,intra-ucx,8,1,1,1,0,1,2,0,0,10,4,28,13,0.464285714285714,2021,2021-2022
NY,2021-10-31,intra-ui,2594,980,775,648,2153,481,453,472,397,13077,1406,23436,4980,0.212493599590374,2021,2021-2022
NY,2021-11-30,inter-total,12,32,17,18,17,14,8,9,9,320,14,470,58,0.123404255319149,2021,2021-2022
NY,2021-11-30,inter-ucfe,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2021,2021-2022
NY,2021-11-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2021-11-30,inter-ui,12,32,17,18,17,14,8,9,9,318,14,468,58,0.123931623931624,2021,2021-2022
NY,2021-11-30,intra-total,2959,1222,882,728,612,577,434,441,471,13297,1509,23132,5690,0.245979595365727,2021,2021-2022
NY,2021-11-30,intra-ucfe,5,2,3,1,1,1,0,4,1,20,1,39,8,0.205128205128205,2021,2021-2022
NY,2021-11-30,intra-ucx,9,4,1,0,0,4,1,1,0,11,2,33,15,0.454545454545455,2021,2021-2022
NY,2021-11-30,intra-ui,2945,1216,878,727,611,572,433,436,470,13266,1506,23060,5667,0.245750216825672,2021,2021-2022
NY,2021-12-31,inter-total,9,48,23,11,4,22,17,24,13,365,34,570,91,0.159649122807018,2021,2021-2022
NY,2021-12-31,inter-ucfe,0,0,0,0,0,0,1,0,0,5,0,6,0,0,2021,2021-2022
NY,2021-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2021-12-31,inter-ui,9,48,23,11,4,22,16,24,13,360,34,564,91,0.161347517730496,2021,2021-2022
NY,2021-12-31,intra-total,2454,1721,1023,585,493,510,504,579,512,14202,1664,24247,5839,0.240813296490287,2021,2021-2022
NY,2021-12-31,intra-ucfe,10,6,3,2,9,4,4,4,1,40,6,89,22,0.247191011235955,2021,2021-2022
NY,2021-12-31,intra-ucx,4,3,1,0,2,0,0,0,1,9,5,25,12,0.48,2021,2021-2022
NY,2021-12-31,intra-ui,2440,1712,1019,583,482,506,500,575,510,14153,1653,24133,5805,0.240541996436415,2021,2021-2022
NY,2022-01-31,inter-total,12,38,22,20,16,12,14,17,13,279,24,467,74,0.158458244111349,2021,2021-2022
NY,2022-01-31,inter-ucfe,0,0,0,0,0,1,0,0,0,6,0,7,0,0,2021,2021-2022
NY,2022-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2022-01-31,inter-ui,12,38,22,20,16,11,14,17,13,273,24,460,74,0.160869565217391,2021,2021-2022
NY,2022-01-31,intra-total,2134,2269,1253,945,659,572,451,646,785,13446,1897,25057,6300,0.251426747016802,2021,2021-2022
NY,2022-01-31,intra-ucfe,5,7,4,2,3,0,1,0,2,57,3,84,15,0.178571428571429,2021,2021-2022
NY,2022-01-31,intra-ucx,7,4,4,1,2,0,1,0,1,6,3,29,14,0.482758620689655,2021,2021-2022
NY,2022-01-31,intra-ui,2122,2258,1245,942,654,572,449,646,782,13383,1891,24944,6271,0.251403143040411,2021,2021-2022
NY,2022-02-28,inter-total,10,27,14,18,8,9,5,2,5,233,13,344,50,0.145348837209302,2021,2021-2022
NY,2022-02-28,inter-ucfe,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2021,2021-2022
NY,2022-02-28,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2022-02-28,inter-ui,10,27,13,18,8,9,5,2,5,232,13,342,50,0.146198830409357,2021,2021-2022
NY,2022-02-28,intra-total,1914,1958,1137,868,605,529,361,391,351,10477,1878,20469,5750,0.280912599540769,2021,2021-2022
NY,2022-02-28,intra-ucfe,6,2,4,3,0,2,0,2,0,35,1,55,9,0.163636363636364,2021,2021-2022
NY,2022-02-28,intra-ucx,3,4,3,1,1,0,0,0,0,11,4,27,11,0.407407407407407,2021,2021-2022
NY,2022-02-28,intra-ui,1905,1952,1130,864,604,527,361,389,351,10431,1873,20387,5730,0.281061460734782,2021,2021-2022
NY,2022-03-31,inter-total,5,37,29,9,6,14,9,11,22,289,48,479,90,0.187891440501044,2021,2021-2022
NY,2022-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2022-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2021,2021-2022
NY,2022-03-31,inter-ui,5,37,29,9,6,14,9,11,22,287,48,477,90,0.188679245283019,2021,2021-2022
NY,2022-03-31,intra-total,2753,2175,1463,970,543,495,479,502,649,11541,2003,23573,6931,0.29402282272091,2021,2021-2022
NY,2022-03-31,intra-ucfe,6,5,4,3,0,1,2,1,2,24,4,52,15,0.288461538461538,2021,2021-2022
NY,2022-03-31,intra-ucx,12,1,3,3,0,0,0,0,0,13,3,35,16,0.457142857142857,2021,2021-2022
NY,2022-03-31,intra-ui,2735,2169,1456,964,543,494,477,501,647,11504,1996,23486,6900,0.293792046325471,2021,2021-2022
NY,2022-04-30,inter-total,13,39,38,24,15,11,21,14,10,199,16,400,68,0.17,2021,2021-2022
NY,2022-04-30,inter-ucfe,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2021,2021-2022
NY,2022-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2022-04-30,inter-ui,13,39,38,24,15,10,21,14,10,198,16,398,68,0.170854271356784,2021,2021-2022
NY,2022-04-30,intra-total,2348,2092,1337,1253,779,652,618,569,597,9581,1697,21523,6137,0.285136830367514,2021,2021-2022
NY,2022-04-30,intra-ucfe,7,7,3,3,7,2,4,0,6,21,5,65,19,0.292307692307692,2021,2021-2022
NY,2022-04-30,intra-ucx,10,8,0,4,2,0,1,0,2,19,6,52,24,0.461538461538462,2021,2021-2022
NY,2022-04-30,intra-ui,2331,2077,1334,1246,770,650,613,569,589,9541,1686,21406,6094,0.284686536485098,2021,2021-2022
NY,2022-05-31,inter-total,9,94,37,39,14,30,16,10,13,169,66,497,169,0.340040241448692,2021,2021-2022
NY,2022-05-31,inter-ucfe,0,1,1,0,0,0,0,0,0,1,0,3,1,0.333333333333333,2021,2021-2022
NY,2022-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
NY,2022-05-31,inter-ui,9,93,36,39,14,30,16,10,13,168,66,494,168,0.340080971659919,2021,2021-2022
NY,2022-05-31,intra-total,2432,2653,1193,1330,913,814,630,549,509,8400,2688,22111,7773,0.351544480123016,2021,2021-2022
NY,2022-05-31,intra-ucfe,6,0,1,5,2,1,1,3,4,25,3,51,9,0.176470588235294,2021,2021-2022
NY,2022-05-31,intra-ucx,9,4,0,2,0,2,1,0,1,9,4,32,17,0.53125,2021,2021-2022
NY,2022-05-31,intra-ui,2417,2649,1192,1323,911,811,628,546,504,8366,2681,22028,7747,0.351688759760305,2021,2021-2022
NY,2022-06-30,inter-total,19,83,32,27,26,138,116,11,16,157,58,683,160,0.234260614934114,2021,2021-2022
NY,2022-06-30,inter-ucfe,0,0,0,0,0,1,0,0,0,2,0,3,0,0,2021,2021-2022
NY,2022-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021,2021-2022
NY,2022-06-30,inter-ui,19,83,32,27,26,137,116,11,16,154,58,679,160,0.235640648011782,2021,2021-2022
NY,2022-06-30,intra-total,2874,3182,1850,1345,1068,1038,980,819,735,6884,2446,23221,8502,0.366134102751819,2021,2021-2022
NY,2022-06-30,intra-ucfe,11,7,4,4,2,5,3,2,2,23,3,66,21,0.318181818181818,2021,2021-2022
NY,2022-06-30,intra-ucx,10,3,2,3,0,1,1,0,0,3,5,28,18,0.642857142857143,2021,2021-2022
NY,2022-06-30,intra-ui,2853,3172,1844,1338,1066,1032,976,817,733,6858,2438,23127,8463,0.365935919055649,2021,2021-2022
NY,2022-07-31,inter-total,16,98,33,35,27,202,21,15,12,102,52,613,166,0.270799347471452,2022,2022-2023
NY,2022-07-31,inter-ucfe,0,1,1,1,0,0,0,1,0,0,0,4,1,0.25,2022,2022-2023
NY,2022-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2022-07-31,inter-ui,16,97,32,34,27,202,21,14,12,102,52,609,165,0.270935960591133,2022,2022-2023
NY,2022-07-31,intra-total,2409,3953,2225,1360,1276,1090,735,648,503,5091,2843,22133,9205,0.415894817693038,2022,2022-2023
NY,2022-07-31,intra-ucfe,19,1,1,3,1,2,2,3,1,24,2,59,22,0.372881355932203,2022,2022-2023
NY,2022-07-31,intra-ucx,8,5,3,0,0,1,0,0,0,4,8,29,21,0.724137931034483,2022,2022-2023
NY,2022-07-31,intra-ui,2382,3947,2221,1357,1275,1087,733,645,502,5063,2833,22045,9162,0.415604445452484,2022,2022-2023
NY,2022-08-31,inter-total,27,90,40,27,23,8,15,19,13,130,82,474,199,0.419831223628692,2022,2022-2023
NY,2022-08-31,inter-ucfe,0,0,0,0,0,0,0,0,0,3,2,5,2,0.4,2022,2022-2023
NY,2022-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2022-08-31,inter-ui,27,90,40,27,23,8,15,19,13,127,80,469,197,0.420042643923241,2022,2022-2023
NY,2022-08-31,intra-total,3324,3696,2241,1345,1049,817,737,717,599,6042,4668,25235,11688,0.463166237368734,2022,2022-2023
NY,2022-08-31,intra-ucfe,11,3,8,3,4,3,2,2,2,35,5,78,19,0.243589743589744,2022,2022-2023
NY,2022-08-31,intra-ucx,11,2,0,5,2,0,1,2,1,3,6,33,19,0.575757575757576,2022,2022-2023
NY,2022-08-31,intra-ui,3302,3691,2233,1337,1043,814,734,713,596,6004,4657,25124,11650,0.463700047763095,2022,2022-2023
NY,2022-09-30,inter-total,32,76,44,32,30,29,11,17,30,165,107,573,215,0.37521815008726,2022,2022-2023
NY,2022-09-30,inter-ucfe,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2022,2022-2023
NY,2022-09-30,inter-ucx,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2022,2022-2023
NY,2022-09-30,inter-ui,32,76,44,32,30,29,11,17,28,163,107,569,215,0.377855887521968,2022,2022-2023
NY,2022-09-30,intra-total,2904,3638,2076,1325,919,844,756,735,698,5198,7137,26230,13679,0.521502096835684,2022,2022-2023
NY,2022-09-30,intra-ucfe,11,7,3,2,1,3,5,3,2,20,11,68,29,0.426470588235294,2022,2022-2023
NY,2022-09-30,intra-ucx,12,5,2,0,0,1,2,0,2,9,1,34,18,0.529411764705882,2022,2022-2023
NY,2022-09-30,intra-ui,2881,3626,2071,1323,918,840,749,732,694,5169,7125,26128,13632,0.521739130434783,2022,2022-2023
NY,2022-10-31,inter-total,33,102,64,28,26,17,14,21,12,134,103,554,238,0.429602888086643,2022,2022-2023
NY,2022-10-31,inter-ucfe,1,0,0,0,0,0,0,0,0,4,0,5,1,0.2,2022,2022-2023
NY,2022-10-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2022-10-31,inter-ui,32,102,64,28,26,17,14,21,12,130,103,549,237,0.431693989071038,2022,2022-2023
NY,2022-10-31,intra-total,3301,7164,1908,1359,882,685,567,552,548,4948,6964,28878,17429,0.603539026248355,2022,2022-2023
NY,2022-10-31,intra-ucfe,8,5,5,4,4,1,3,2,3,15,5,55,18,0.327272727272727,2022,2022-2023
NY,2022-10-31,intra-ucx,7,3,0,0,6,2,0,3,0,2,10,33,20,0.606060606060606,2022,2022-2023
NY,2022-10-31,intra-ui,3286,7156,1903,1355,872,682,564,547,545,4931,6949,28790,17391,0.604063911080236,2022,2022-2023
NY,2022-11-30,inter-total,12,99,73,31,15,10,14,9,16,128,177,584,288,0.493150684931507,2022,2022-2023
NY,2022-11-30,inter-ucfe,0,0,1,1,0,0,1,0,0,1,3,7,3,0.428571428571429,2022,2022-2023
NY,2022-11-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2022-11-30,inter-ui,12,99,72,30,15,10,13,9,16,127,174,577,285,0.493934142114385,2022,2022-2023
NY,2022-11-30,intra-total,2925,4589,2217,1253,715,588,518,381,322,4124,5452,23084,12966,0.561687749090279,2022,2022-2023
NY,2022-11-30,intra-ucfe,5,5,7,5,1,2,0,0,1,13,10,49,20,0.408163265306122,2022,2022-2023
NY,2022-11-30,intra-ucx,14,11,3,0,2,1,1,3,0,2,6,43,31,0.72093023255814,2022,2022-2023
NY,2022-11-30,intra-ui,2906,4573,2207,1248,712,585,517,378,321,4109,5436,22992,12915,0.561717118997912,2022,2022-2023
NY,2022-12-31,inter-total,26,124,44,26,15,12,20,13,10,115,146,551,296,0.537205081669692,2022,2022-2023
NY,2022-12-31,inter-ucfe,0,0,1,0,0,0,0,0,0,3,0,4,0,0,2022,2022-2023
NY,2022-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2022-12-31,inter-ui,26,124,43,26,15,12,20,13,10,112,146,547,296,0.541133455210238,2022,2022-2023
NY,2022-12-31,intra-total,2879,4539,2315,1403,803,617,471,348,384,3968,5390,23117,12808,0.554051131202146,2022,2022-2023
NY,2022-12-31,intra-ucfe,0,7,6,8,6,3,1,1,2,15,12,61,19,0.311475409836066,2022,2022-2023
NY,2022-12-31,intra-ucx,5,5,2,3,2,1,0,0,1,1,3,23,13,0.565217391304348,2022,2022-2023
NY,2022-12-31,intra-ui,2874,4527,2307,1392,795,613,470,347,381,3952,5375,23033,12776,0.554682412191204,2022,2022-2023
NY,2023-01-31,inter-total,26,107,51,39,12,9,5,3,5,91,104,452,237,0.524336283185841,2022,2022-2023
NY,2023-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-01-31,inter-ui,26,107,51,39,12,9,5,3,5,91,104,452,237,0.524336283185841,2022,2022-2023
NY,2023-01-31,intra-total,3378,4623,2362,1390,792,495,407,322,312,3088,4326,21495,12327,0.573482205163992,2022,2022-2023
NY,2023-01-31,intra-ucfe,7,6,4,4,3,1,0,2,2,11,4,44,17,0.386363636363636,2022,2022-2023
NY,2023-01-31,intra-ucx,15,3,2,0,0,3,0,1,1,0,4,29,22,0.758620689655172,2022,2022-2023
NY,2023-01-31,intra-ui,3356,4614,2356,1386,789,491,407,319,309,3077,4318,21422,12288,0.573615908878723,2022,2022-2023
NY,2023-02-28,inter-total,42,123,45,72,24,18,6,14,7,115,131,597,296,0.495812395309883,2022,2022-2023
NY,2023-02-28,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-02-28,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-02-28,inter-ui,42,123,45,72,24,18,6,14,7,115,131,597,296,0.495812395309883,2022,2022-2023
NY,2023-02-28,intra-total,3332,5034,2043,1315,617,454,318,276,267,3707,4626,21989,12992,0.590840874982946,2022,2022-2023
NY,2023-02-28,intra-ucfe,8,3,6,3,3,0,0,3,0,12,1,39,12,0.307692307692308,2022,2022-2023
NY,2023-02-28,intra-ucx,16,6,3,2,0,2,0,0,1,2,8,40,30,0.75,2022,2022-2023
NY,2023-02-28,intra-ui,3308,5025,2034,1310,614,452,318,273,266,3693,4617,21910,12950,0.591054313099042,2022,2022-2023
NY,2023-03-31,inter-total,44,129,53,20,22,10,9,11,9,151,114,572,287,0.501748251748252,2022,2022-2023
NY,2023-03-31,inter-ucfe,0,1,0,0,0,0,0,0,0,4,0,5,1,0.2,2022,2022-2023
NY,2023-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-03-31,inter-ui,44,128,53,20,22,10,9,11,9,147,114,567,286,0.504409171075838,2022,2022-2023
NY,2023-03-31,intra-total,3213,5810,2514,1499,827,705,532,433,314,4506,4319,24672,13342,0.540774967574579,2022,2022-2023
NY,2023-03-31,intra-ucfe,7,2,4,4,1,0,1,3,1,3,2,28,11,0.392857142857143,2022,2022-2023
NY,2023-03-31,intra-ucx,2,2,2,3,2,0,0,0,0,6,9,26,13,0.5,2022,2022-2023
NY,2023-03-31,intra-ui,3204,5806,2508,1492,824,705,531,430,313,4497,4308,24618,13318,0.54098627020879,2022,2022-2023
NY,2023-04-30,inter-total,34,99,48,16,6,9,5,10,5,142,79,453,212,0.467991169977925,2022,2022-2023
NY,2023-04-30,inter-ucfe,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2022,2022-2023
NY,2023-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-04-30,inter-ui,34,99,48,16,6,9,5,10,5,141,79,452,212,0.469026548672566,2022,2022-2023
NY,2023-04-30,intra-total,2794,5900,2352,1191,588,335,291,306,224,3139,4080,21200,12774,0.602547169811321,2022,2022-2023
NY,2023-04-30,intra-ucfe,2,2,2,1,0,1,0,0,0,5,1,14,5,0.357142857142857,2022,2022-2023
NY,2023-04-30,intra-ucx,8,1,2,1,1,0,0,0,0,1,3,17,12,0.705882352941177,2022,2022-2023
NY,2023-04-30,intra-ui,2784,5897,2348,1189,587,334,291,306,224,3133,4076,21169,12757,0.602626482120081,2022,2022-2023
NY,2023-05-31,inter-total,42,127,55,21,12,8,7,3,7,49,93,424,262,0.617924528301887,2022,2022-2023
NY,2023-05-31,inter-ucfe,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2022,2022-2023
NY,2023-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-05-31,inter-ui,42,127,55,21,11,8,6,3,7,49,93,422,262,0.62085308056872,2022,2022-2023
NY,2023-05-31,intra-total,3257,5412,2469,1145,723,571,455,437,516,3120,4283,22388,12952,0.578524209397892,2022,2022-2023
NY,2023-05-31,intra-ucfe,7,4,3,6,3,3,2,0,1,8,8,45,19,0.422222222222222,2022,2022-2023
NY,2023-05-31,intra-ucx,9,1,2,1,0,0,2,0,0,0,2,17,12,0.705882352941177,2022,2022-2023
NY,2023-05-31,intra-ui,3241,5407,2464,1138,720,568,451,437,515,3112,4273,22326,12921,0.57874227358237,2022,2022-2023
NY,2023-06-30,inter-total,23,68,42,34,11,16,9,9,2,75,72,361,163,0.451523545706371,2022,2022-2023
NY,2023-06-30,inter-ucfe,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2022,2022-2023
NY,2023-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
NY,2023-06-30,inter-ui,23,67,42,34,11,16,9,9,2,75,72,360,162,0.45,2022,2022-2023
