state,report_for_period_ending,indicator_type,0-7,15-21,22-28,29-35,36-42,43-49,50-56,57-63,64-70,71-+,8-14,total,21days_or_fewer,nonmonetary_determination_time_lapse,md_fy_num,md_fy_str
FL,2022-01-31,inter-total,1,4,3,1,2,1,1,0,1,169,2,185,7,0.0378378378378378,2021,2021-2022
FL,2022-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-01-31,inter-ui,1,4,3,1,2,1,1,0,1,169,2,185,7,0.0378378378378378,2021,2021-2022
FL,2022-01-31,intra-total,553,227,160,115,105,130,110,91,99,8923,283,10796,1063,0.0984623934790663,2021,2021-2022
FL,2022-01-31,intra-ucfe,8,6,1,1,4,0,0,0,1,27,3,51,17,0.333333333333333,2021,2021-2022
FL,2022-01-31,intra-ucx,6,4,3,0,0,0,0,0,0,4,7,24,17,0.708333333333333,2021,2021-2022
FL,2022-01-31,intra-ui,539,217,156,114,101,130,110,91,98,8892,273,10721,1029,0.0959798526256879,2021,2021-2022
FL,2022-02-28,inter-total,5,5,2,0,0,1,2,2,2,114,4,137,14,0.102189781021898,2021,2021-2022
FL,2022-02-28,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-02-28,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-02-28,inter-ui,5,5,2,0,0,1,2,2,2,114,4,137,14,0.102189781021898,2021,2021-2022
FL,2022-02-28,intra-total,571,143,87,99,91,112,126,144,134,8319,211,10037,925,0.0921590116568696,2021,2021-2022
FL,2022-02-28,intra-ucfe,1,6,2,3,0,0,0,1,2,17,6,38,13,0.342105263157895,2021,2021-2022
FL,2022-02-28,intra-ucx,14,5,1,4,1,0,0,0,0,11,4,40,23,0.575,2021,2021-2022
FL,2022-02-28,intra-ui,556,132,84,92,90,112,126,143,132,8291,201,9959,889,0.0892659905613014,2021,2021-2022
FL,2022-03-31,inter-total,4,3,4,1,1,1,1,1,0,88,0,104,7,0.0673076923076923,2021,2021-2022
FL,2022-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-03-31,inter-ui,4,3,4,1,1,1,1,1,0,88,0,104,7,0.0673076923076923,2021,2021-2022
FL,2022-03-31,intra-total,455,170,173,143,175,87,33,52,48,8621,207,10164,832,0.081857536402991,2021,2021-2022
FL,2022-03-31,intra-ucfe,4,1,1,1,2,3,0,0,0,21,4,37,9,0.243243243243243,2021,2021-2022
FL,2022-03-31,intra-ucx,10,0,1,1,1,0,0,0,0,29,0,42,10,0.238095238095238,2021,2021-2022
FL,2022-03-31,intra-ui,441,169,171,141,172,84,33,52,48,8571,203,10085,813,0.0806147744174517,2021,2021-2022
FL,2022-04-30,inter-total,2,0,0,2,1,1,2,0,0,123,0,131,2,0.0152671755725191,2021,2021-2022
FL,2022-04-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-04-30,inter-ui,2,0,0,2,1,1,2,0,0,123,0,131,2,0.0152671755725191,2021,2021-2022
FL,2022-04-30,intra-total,443,114,71,79,76,117,71,50,60,4818,154,6053,711,0.117462415331241,2021,2021-2022
FL,2022-04-30,intra-ucfe,4,9,2,2,0,2,0,4,0,26,10,59,23,0.389830508474576,2021,2021-2022
FL,2022-04-30,intra-ucx,13,1,0,1,0,0,0,0,0,25,9,49,23,0.469387755102041,2021,2021-2022
FL,2022-04-30,intra-ui,426,104,69,76,76,115,71,46,60,4767,135,5945,665,0.111858704793944,2021,2021-2022
FL,2022-05-31,inter-total,5,1,2,0,0,0,0,1,2,96,2,109,8,0.073394495412844,2021,2021-2022
FL,2022-05-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-05-31,inter-ui,5,1,2,0,0,0,0,1,2,96,2,109,8,0.073394495412844,2021,2021-2022
FL,2022-05-31,intra-total,326,105,67,66,43,28,38,46,59,5793,182,6753,613,0.0907744706056567,2021,2021-2022
FL,2022-05-31,intra-ucfe,7,2,1,0,1,1,0,0,4,65,7,88,16,0.181818181818182,2021,2021-2022
FL,2022-05-31,intra-ucx,9,4,2,0,3,2,0,0,2,26,3,51,16,0.313725490196078,2021,2021-2022
FL,2022-05-31,intra-ui,310,99,64,66,39,25,38,46,53,5702,172,6614,581,0.0878439673420018,2021,2021-2022
FL,2022-06-30,inter-total,9,1,2,2,2,0,1,1,1,379,4,402,14,0.0348258706467662,2021,2021-2022
FL,2022-06-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021-2022
FL,2022-06-30,inter-ui,9,1,2,2,2,0,1,1,1,379,4,402,14,0.0348258706467662,2021,2021-2022
FL,2022-06-30,intra-total,302,118,57,38,42,50,33,31,23,35508,108,36310,528,0.0145414486367392,2021,2021-2022
FL,2022-06-30,intra-ucfe,4,2,1,0,0,0,0,0,0,84,2,93,8,0.0860215053763441,2021,2021-2022
FL,2022-06-30,intra-ucx,2,4,1,0,0,0,0,0,0,53,6,66,12,0.181818181818182,2021,2021-2022
FL,2022-06-30,intra-ui,296,112,55,38,42,50,33,31,23,35371,100,36151,508,0.0140521700644519,2021,2021-2022
FL,2022-07-31,inter-total,9,2,0,2,1,1,2,0,1,151,2,171,13,0.0760233918128655,2022,2022-2023
FL,2022-07-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-07-31,inter-ui,9,2,0,2,1,1,2,0,1,151,2,171,13,0.0760233918128655,2022,2022-2023
FL,2022-07-31,intra-total,327,92,51,47,48,47,33,44,40,15897,96,16722,515,0.0307977514651358,2022,2022-2023
FL,2022-07-31,intra-ucfe,3,3,1,1,0,0,0,0,0,21,1,30,7,0.233333333333333,2022,2022-2023
FL,2022-07-31,intra-ucx,6,0,0,1,0,0,0,0,0,11,2,20,8,0.4,2022,2022-2023
FL,2022-07-31,intra-ui,318,89,50,45,48,47,33,44,40,15865,93,16672,500,0.0299904030710173,2022,2022-2023
FL,2022-08-31,inter-total,10,1,4,2,1,1,2,0,2,495,3,521,14,0.0268714011516315,2022,2022-2023
FL,2022-08-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-08-31,inter-ui,10,1,4,2,1,1,2,0,2,495,3,521,14,0.0268714011516315,2022,2022-2023
FL,2022-08-31,intra-total,542,83,41,35,46,48,47,43,33,42362,152,43432,777,0.0178900349972371,2022,2022-2023
FL,2022-08-31,intra-ucfe,1,0,0,1,0,1,0,0,0,194,1,198,2,0.0101010101010101,2022,2022-2023
FL,2022-08-31,intra-ucx,7,1,0,0,0,0,0,0,0,125,2,135,10,0.0740740740740741,2022,2022-2023
FL,2022-08-31,intra-ui,534,82,41,34,46,47,47,43,33,42043,149,43099,765,0.01774983178264,2022,2022-2023
FL,2022-09-30,inter-total,3,4,3,4,1,5,3,0,3,414,4,444,11,0.0247747747747748,2022,2022-2023
FL,2022-09-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-09-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-09-30,inter-ui,3,4,3,4,1,5,3,0,3,414,4,444,11,0.0247747747747748,2022,2022-2023
FL,2022-09-30,intra-total,597,87,67,65,54,50,49,45,32,29074,145,30265,829,0.0273913761771023,2022,2022-2023
FL,2022-09-30,intra-ucfe,1,1,1,0,0,0,0,0,0,64,1,68,3,0.0441176470588235,2022,2022-2023
FL,2022-09-30,intra-ucx,5,1,0,3,0,0,0,0,0,48,2,59,8,0.135593220338983,2022,2022-2023
FL,2022-09-30,intra-ui,591,85,66,62,54,50,49,45,32,28962,142,30138,818,0.027141814320791,2022,2022-2023
FL,2022-10-31,inter-total,3,13,6,0,4,3,2,2,0,443,4,480,20,0.0416666666666667,2022,2022-2023
FL,2022-10-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-10-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-10-31,inter-ui,3,13,6,0,4,3,2,2,0,443,4,480,20,0.0416666666666667,2022,2022-2023
FL,2022-10-31,intra-total,760,241,128,51,57,48,45,36,36,25331,288,27021,1289,0.0477036379112542,2022,2022-2023
FL,2022-10-31,intra-ucfe,0,0,0,0,0,0,0,0,0,94,0,94,0,0,2022,2022-2023
FL,2022-10-31,intra-ucx,4,1,0,0,3,3,0,0,2,217,4,234,9,0.0384615384615385,2022,2022-2023
FL,2022-10-31,intra-ui,756,240,128,51,54,45,45,36,34,25020,284,26693,1280,0.0479526467613232,2022,2022-2023
FL,2022-11-30,inter-total,7,7,5,14,12,6,1,1,1,63,6,123,20,0.16260162601626,2022,2022-2023
FL,2022-11-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-11-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-11-30,inter-ui,7,7,5,14,12,6,1,1,1,63,6,123,20,0.16260162601626,2022,2022-2023
FL,2022-11-30,intra-total,524,190,261,223,165,108,46,37,30,2742,174,4500,888,0.197333333333333,2022,2022-2023
FL,2022-11-30,intra-ucfe,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2022,2022-2023
FL,2022-11-30,intra-ucx,4,4,5,2,0,0,0,0,1,4,3,23,11,0.478260869565217,2022,2022-2023
FL,2022-11-30,intra-ui,520,186,256,221,165,108,46,37,29,2735,171,4474,877,0.196021457308896,2022,2022-2023
FL,2022-12-31,inter-total,9,4,7,10,13,21,12,19,11,280,5,391,18,0.0460358056265985,2022,2022-2023
FL,2022-12-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2022-12-31,inter-ui,9,4,7,10,13,21,12,19,11,280,5,391,18,0.0460358056265985,2022,2022-2023
FL,2022-12-31,intra-total,575,147,161,161,205,231,257,218,151,7358,109,9573,831,0.0868066436853651,2022,2022-2023
FL,2022-12-31,intra-ucfe,1,0,0,0,0,1,0,2,0,16,0,20,1,0.05,2022,2022-2023
FL,2022-12-31,intra-ucx,5,3,5,1,1,1,0,0,1,18,2,37,10,0.27027027027027,2022,2022-2023
FL,2022-12-31,intra-ui,569,144,156,160,204,229,257,216,150,7324,107,9516,820,0.0861706599411517,2022,2022-2023
FL,2023-01-31,inter-total,5,2,2,7,15,20,11,28,16,248,5,359,12,0.0334261838440111,2022,2022-2023
FL,2023-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-01-31,inter-ui,5,2,2,7,15,20,11,28,16,248,5,359,12,0.0334261838440111,2022,2022-2023
FL,2023-01-31,intra-total,490,61,57,90,237,264,225,242,167,6820,102,8755,653,0.0745859508852085,2022,2022-2023
FL,2023-01-31,intra-ucfe,2,0,0,0,1,0,0,0,0,7,0,10,2,0.2,2022,2022-2023
FL,2023-01-31,intra-ucx,0,0,0,0,0,0,0,1,0,20,0,21,0,0,2022,2022-2023
FL,2023-01-31,intra-ui,488,61,57,90,236,264,225,241,167,6793,102,8724,651,0.0746217331499312,2022,2022-2023
FL,2023-02-28,inter-total,16,7,0,4,4,6,2,8,3,133,13,196,36,0.183673469387755,2022,2022-2023
FL,2023-02-28,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-02-28,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-02-28,inter-ui,16,7,0,4,4,6,2,8,3,133,13,196,36,0.183673469387755,2022,2022-2023
FL,2023-02-28,intra-total,566,120,76,90,60,47,58,51,60,3461,122,4711,808,0.171513479091488,2022,2022-2023
FL,2023-02-28,intra-ucfe,2,1,0,0,0,1,0,0,0,12,0,16,3,0.1875,2022,2022-2023
FL,2023-02-28,intra-ucx,3,0,1,0,0,0,0,0,0,0,0,4,3,0.75,2022,2022-2023
FL,2023-02-28,intra-ui,561,119,75,90,60,46,58,51,60,3449,122,4691,802,0.17096567895971,2022,2022-2023
FL,2023-03-31,inter-total,12,6,9,4,4,7,7,3,2,156,6,216,24,0.111111111111111,2022,2022-2023
FL,2023-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-03-31,inter-ui,12,6,9,4,4,7,7,3,2,156,6,216,24,0.111111111111111,2022,2022-2023
FL,2023-03-31,intra-total,649,103,126,116,103,95,78,72,51,6602,156,8151,908,0.111397374555269,2022,2022-2023
FL,2023-03-31,intra-ucfe,5,0,2,0,0,0,0,0,0,10,1,18,6,0.333333333333333,2022,2022-2023
FL,2023-03-31,intra-ucx,6,7,2,3,4,0,1,1,0,6,2,32,15,0.46875,2022,2022-2023
FL,2023-03-31,intra-ui,638,96,122,113,99,95,77,71,51,6586,153,8101,887,0.10949265522775,2022,2022-2023
FL,2023-04-30,inter-total,8,3,2,1,3,2,0,0,1,232,0,252,11,0.0436507936507936,2022,2022-2023
FL,2023-04-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-04-30,inter-ui,8,3,2,1,3,2,0,0,1,232,0,252,11,0.0436507936507936,2022,2022-2023
FL,2023-04-30,intra-total,532,69,43,39,44,46,44,60,55,8244,62,9238,663,0.0717687811214549,2022,2022-2023
FL,2023-04-30,intra-ucfe,0,0,0,0,0,0,0,0,0,14,0,14,0,0,2022,2022-2023
FL,2023-04-30,intra-ucx,1,0,0,0,0,0,0,0,0,6,0,7,1,0.142857142857143,2022,2022-2023
FL,2023-04-30,intra-ui,531,69,43,39,44,46,44,60,55,8224,62,9217,662,0.0718238038407291,2022,2022-2023
FL,2023-05-31,inter-total,7,4,8,2,4,3,3,8,5,322,8,374,19,0.0508021390374332,2022,2022-2023
FL,2023-05-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-05-31,inter-ui,7,4,8,2,4,3,3,8,5,322,8,374,19,0.0508021390374332,2022,2022-2023
FL,2023-05-31,intra-total,435,103,71,61,54,92,91,82,72,9755,141,10957,679,0.0619695172036141,2022,2022-2023
FL,2023-05-31,intra-ucfe,3,0,0,0,0,1,0,0,0,27,0,31,3,0.0967741935483871,2022,2022-2023
FL,2023-05-31,intra-ucx,0,0,0,0,0,0,0,1,0,4,0,5,0,0,2022,2022-2023
FL,2023-05-31,intra-ui,432,103,71,61,54,91,91,81,72,9724,141,10921,676,0.0618990934896072,2022,2022-2023
FL,2023-06-30,inter-total,4,5,6,6,6,6,5,7,15,728,6,794,15,0.0188916876574307,2022,2022-2023
FL,2023-06-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022-2023
FL,2023-06-30,inter-ui,4,5,6,6,6,6,5,7,15,728,6,794,15,0.0188916876574307,2022,2022-2023
FL,2023-06-30,intra-total,449,140,104,99,116,116,87,141,165,18641,124,20182,713,0.035328510553959,2022,2022-2023
FL,2023-06-30,intra-ucfe,0,0,0,1,0,0,1,0,1,40,0,43,0,0,2022,2022-2023
FL,2023-06-30,intra-ucx,2,0,0,0,0,0,0,0,0,68,0,70,2,0.0285714285714286,2022,2022-2023
FL,2023-06-30,intra-ui,447,140,104,98,116,116,86,141,164,18533,124,20069,711,0.0354277741790822,2022,2022-2023
FL,2023-07-31,inter-total,14,8,8,14,6,6,8,11,5,259,20,359,42,0.116991643454039,2023,2023-2024
FL,2023-07-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-07-31,inter-ui,14,8,8,14,6,6,8,11,5,259,20,359,42,0.116991643454039,2023,2023-2024
FL,2023-07-31,intra-total,434,273,254,264,228,224,193,150,253,7046,293,9612,1000,0.104036620890553,2023,2023-2024
FL,2023-07-31,intra-ucfe,0,0,0,0,1,0,0,0,0,14,0,15,0,0,2023,2023-2024
FL,2023-07-31,intra-ucx,1,2,0,0,0,0,0,0,0,20,0,23,3,0.130434782608696,2023,2023-2024
FL,2023-07-31,intra-ui,433,271,254,264,227,224,193,150,253,7012,293,9574,997,0.10413620221433,2023,2023-2024
FL,2023-08-31,inter-total,14,17,15,22,11,17,8,5,6,334,25,474,56,0.118143459915612,2023,2023-2024
FL,2023-08-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-08-31,inter-ui,14,17,15,22,11,17,8,5,6,334,25,474,56,0.118143459915612,2023,2023-2024
FL,2023-08-31,intra-total,553,461,630,556,465,426,328,348,307,11308,368,15750,1382,0.0877460317460318,2023,2023-2024
FL,2023-08-31,intra-ucfe,0,0,1,0,0,0,0,0,0,53,0,54,0,0,2023,2023-2024
FL,2023-08-31,intra-ucx,5,0,0,0,0,0,0,0,0,54,1,60,6,0.1,2023,2023-2024
FL,2023-08-31,intra-ui,548,461,629,556,465,426,328,348,307,11201,367,15636,1376,0.0880020465592223,2023,2023-2024
FL,2023-09-30,inter-total,13,17,26,17,12,20,9,7,11,93,23,248,53,0.213709677419355,2023,2023-2024
FL,2023-09-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-09-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-09-30,inter-ui,13,17,26,17,12,20,9,7,11,93,23,248,53,0.213709677419355,2023,2023-2024
FL,2023-09-30,intra-total,641,568,660,506,421,353,337,314,280,4772,580,9432,1789,0.189673452078032,2023,2023-2024
FL,2023-09-30,intra-ucfe,0,2,1,0,4,0,0,0,0,9,1,17,3,0.176470588235294,2023,2023-2024
FL,2023-09-30,intra-ucx,0,0,0,0,0,0,0,0,1,11,0,12,0,0,2023,2023-2024
FL,2023-09-30,intra-ui,641,566,659,506,417,353,337,314,279,4752,579,9403,1786,0.189939381048602,2023,2023-2024
FL,2023-10-31,inter-total,14,19,22,16,14,8,5,9,5,125,21,258,54,0.209302325581395,2023,2023-2024
FL,2023-10-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-10-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-10-31,inter-ui,14,19,22,16,14,8,5,9,5,125,21,258,54,0.209302325581395,2023,2023-2024
FL,2023-10-31,intra-total,593,596,710,521,383,307,293,262,246,5212,512,9635,1701,0.176543850544888,2023,2023-2024
FL,2023-10-31,intra-ucfe,0,0,1,3,0,0,0,0,0,9,1,14,1,0.0714285714285714,2023,2023-2024
FL,2023-10-31,intra-ucx,2,3,0,2,1,0,2,0,0,19,0,29,5,0.172413793103448,2023,2023-2024
FL,2023-10-31,intra-ui,591,593,709,516,382,307,291,262,246,5184,511,9592,1695,0.176709758131776,2023,2023-2024
FL,2023-11-30,inter-total,13,15,19,25,20,11,9,4,7,51,13,187,41,0.219251336898396,2023,2023-2024
FL,2023-11-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-11-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-11-30,inter-ui,13,15,19,25,20,11,9,4,7,51,13,187,41,0.219251336898396,2023,2023-2024
FL,2023-11-30,intra-total,440,550,620,601,410,290,224,165,111,3358,403,7172,1393,0.194227551589515,2023,2023-2024
FL,2023-11-30,intra-ucfe,3,2,1,0,1,0,1,0,0,2,0,10,5,0.5,2023,2023-2024
FL,2023-11-30,intra-ucx,2,0,0,0,0,0,0,0,0,10,0,12,2,0.166666666666667,2023,2023-2024
FL,2023-11-30,intra-ui,435,548,619,601,409,290,223,165,111,3346,403,7150,1386,0.193846153846154,2023,2023-2024
FL,2023-12-31,inter-total,10,13,17,19,11,5,5,4,4,296,13,397,36,0.0906801007556675,2023,2023-2024
FL,2023-12-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2023-12-31,inter-ui,10,13,17,19,11,5,5,4,4,296,13,397,36,0.0906801007556675,2023,2023-2024
FL,2023-12-31,intra-total,373,415,439,458,368,293,253,264,289,11560,249,14961,1037,0.0693135485595883,2023,2023-2024
FL,2023-12-31,intra-ucfe,1,0,0,0,0,1,0,1,0,32,1,36,2,0.0555555555555556,2023,2023-2024
FL,2023-12-31,intra-ucx,0,2,1,0,0,0,2,0,2,98,0,105,2,0.0190476190476191,2023,2023-2024
FL,2023-12-31,intra-ui,372,413,438,458,368,292,251,263,287,11430,248,14820,1033,0.0697031039136302,2023,2023-2024
FL,2024-01-31,inter-total,21,29,18,3,10,7,15,17,9,767,47,943,97,0.102863202545069,2023,2023-2024
FL,2024-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-01-31,inter-ui,21,29,18,3,10,7,15,17,9,767,47,943,97,0.102863202545069,2023,2023-2024
FL,2024-01-31,intra-total,422,591,517,262,262,287,396,304,427,17556,738,21762,1751,0.0804613546549031,2023,2023-2024
FL,2024-01-31,intra-ucfe,0,0,2,0,0,0,1,0,0,43,4,50,4,0.08,2023,2023-2024
FL,2024-01-31,intra-ucx,3,0,1,1,0,0,0,0,2,57,11,75,14,0.186666666666667,2023,2023-2024
FL,2024-01-31,intra-ui,419,591,514,261,262,287,395,304,425,17456,723,21637,1733,0.080094282941258,2023,2023-2024
FL,2024-02-29,inter-total,13,55,40,41,24,5,4,1,2,40,38,263,106,0.403041825095057,2023,2023-2024
FL,2024-02-29,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-02-29,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-02-29,inter-ui,13,55,40,41,24,5,4,1,2,40,38,263,106,0.403041825095057,2023,2023-2024
FL,2024-02-29,intra-total,399,996,1040,1191,766,388,306,88,84,2852,408,8518,1803,0.211669405963841,2023,2023-2024
FL,2024-02-29,intra-ucfe,2,1,0,1,2,0,0,0,0,1,0,7,3,0.428571428571429,2023,2023-2024
FL,2024-02-29,intra-ucx,3,8,4,2,1,4,2,1,0,5,0,30,11,0.366666666666667,2023,2023-2024
FL,2024-02-29,intra-ui,394,987,1036,1188,763,384,304,87,84,2846,408,8481,1789,0.21094210588374,2023,2023-2024
FL,2024-03-31,inter-total,37,66,51,19,11,11,5,4,3,51,52,310,155,0.5,2023,2023-2024
FL,2024-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-03-31,inter-ui,37,66,51,19,11,11,5,4,3,51,52,310,155,0.5,2023,2023-2024
FL,2024-03-31,intra-total,765,1132,1171,518,285,227,124,91,59,909,1242,6523,3139,0.481220297409168,2023,2023-2024
FL,2024-03-31,intra-ucfe,2,0,0,1,0,2,0,0,2,1,3,11,5,0.454545454545455,2023,2023-2024
FL,2024-03-31,intra-ucx,1,0,2,0,0,0,0,0,3,0,15,21,16,0.761904761904762,2023,2023-2024
FL,2024-03-31,intra-ui,762,1132,1169,517,285,225,124,91,54,908,1224,6491,3118,0.480357417963334,2023,2023-2024
FL,2024-04-30,inter-total,51,47,42,17,13,3,4,4,11,50,49,291,147,0.505154639175258,2023,2023-2024
FL,2024-04-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-04-30,inter-ui,51,47,42,17,13,3,4,4,11,50,49,291,147,0.505154639175258,2023,2023-2024
FL,2024-04-30,intra-total,1339,1613,1279,439,174,143,137,137,117,1074,1399,7851,4351,0.554196917590116,2023,2023-2024
FL,2024-04-30,intra-ucfe,0,3,0,2,0,3,1,0,1,3,1,14,4,0.285714285714286,2023,2023-2024
FL,2024-04-30,intra-ucx,4,2,1,1,0,0,0,0,3,0,1,12,7,0.583333333333333,2023,2023-2024
FL,2024-04-30,intra-ui,1335,1608,1278,436,174,140,136,137,113,1071,1397,7825,4340,0.554632587859425,2023,2023-2024
FL,2024-05-31,inter-total,5,61,40,11,7,0,6,0,7,31,10,178,76,0.426966292134831,2023,2023-2024
FL,2024-05-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-05-31,inter-ui,5,61,40,11,7,0,6,0,7,31,10,178,76,0.426966292134831,2023,2023-2024
FL,2024-05-31,intra-total,290,1188,1222,344,119,49,48,70,100,822,392,4644,1870,0.402670111972438,2023,2023-2024
FL,2024-05-31,intra-ucfe,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2023,2023-2024
FL,2024-05-31,intra-ucx,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2023,2023-2024
FL,2024-05-31,intra-ui,290,1188,1221,344,119,49,48,70,100,819,392,4640,1870,0.40301724137931,2023,2023-2024
FL,2024-06-30,inter-total,61,87,68,18,11,13,6,11,9,1043,68,1395,216,0.154838709677419,2023,2023-2024
FL,2024-06-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023-2024
FL,2024-06-30,inter-ui,61,87,68,18,11,13,6,11,9,1043,68,1395,216,0.154838709677419,2023,2023-2024
FL,2024-06-30,intra-total,1298,2105,1796,671,336,367,264,329,328,20919,1842,30255,5245,0.173359775243761,2023,2023-2024
