state,report_for_period_ending,non_exempt_1st_payment,non_exempt_intrastate_matches,non_exempt_interstate_matches,exempt_1st_payment,exempt_intrastate_matches,exempt_interstate_matches,md_fy_num,md_fy_str,reemployment_rate
DE,2020-09-30,1660,695,165,381,256,14,2020,2020-2021,0.518072289156627
DE,2020-12-31,1269,373,126,424,156,16,2020,2020-2021,0.393223010244287
DE,2021-03-31,1586,712,129,779,594,13,2020,2020-2021,0.530264817150063
DE,2021-06-30,2747,808,276,253,98,18,2020,2020-2021,0.394612304331999
DE,2021-09-30,786,463,73,454,356,15,2021,2021-2022,0.681933842239186
DE,2021-12-31,828,413,123,515,286,28,2021,2021-2022,0.647342995169082
DE,2022-03-31,1258,760,131,765,589,49,2021,2021-2022,0.708267090620032
DE,2022-06-30,928,521,109,399,318,19,2021,2021-2022,0.678879310344828
DE,2022-09-30,1181,625,113,661,576,12,2022,2022-2023,0.624894157493649
DE,2022-12-31,1333,659,134,625,345,23,2022,2022-2023,0.59489872468117
DE,2023-03-31,1708,825,164,915,714,38,2022,2022-2023,0.57903981264637
DE,2023-06-30,1564,687,172,579,455,27,2022,2022-2023,0.54923273657289
DE,2023-09-30,1914,944,188,769,646,30,2023,2023-2024,0.591431556948798
DE,2023-12-31,1950,826,186,728,392,36,2023,2023-2024,0.518974358974359
DE,2024-03-31,2054,704,221,977,615,40,2023,2023-2024,0.450340798442064
DE,2024-06-30,1759,726,185,570,444,19,2023,2023-2024,0.517907902217169
GA,2019-03-31,23057,10272,3777,16392,13947,1140,2018,2018-2019,0.609316042850328
HI,2019-03-31,2370,1153,248,3496,2809,154,2018,2018-2019,0.591139240506329
HI,2019-06-30,2212,989,172,3064,2517,47,2018,2018-2019,0.524864376130199
HI,2019-09-30,2545,1256,226,2518,2115,30,2019,2019-2020,0.582318271119843
HI,2019-12-31,2132,970,175,2185,1742,25,2019,2019-2020,0.537054409005629
HI,2020-03-31,2615,924,134,4597,3150,46,2019,2019-2020,0.404588910133843
HI,2020-06-30,2615,924,0,4597,3150,0,2019,2019-2020,0.353346080305927
HI,2020-09-30,19028,9225,877,12231,9085,246,2020,2020-2021,0.53090182888375
HI,2020-12-31,6570,3221,293,4371,3255,82,2020,2020-2021,0.534855403348554
HI,2021-03-31,3363,1431,189,2834,2177,42,2020,2020-2021,0.48171275646744
HI,2021-06-30,6269,3583,239,6581,5524,66,2020,2020-2021,0.609666613494975
HI,2021-09-30,3810,2086,162,4141,3385,37,2021,2021-2022,0.59002624671916
HI,2021-12-31,2908,1553,148,3866,3088,47,2021,2021-2022,0.584938101788171
HI,2022-03-31,2262,1140,201,3414,2858,47,2021,2021-2022,0.592838196286472
HI,2022-06-30,2271,1205,0,3099,2598,0,2021,2021-2022,0.530603258476442
HI,2022-09-30,2157,1164,167,2689,2185,51,2022,2022-2023,0.617060732498841
HI,2022-12-31,1732,839,153,2473,2005,41,2022,2022-2023,0.572748267898383
HI,2024-03-31,1915,898,114,2508,2087,33,2023,2023-2024,0.52845953002611
IA,2019-03-31,8964,5578,630,22864,21042,457,2018,2018-2019,0.692547969656403
IA,2019-06-30,6924,3901,437,5726,5057,137,2018,2018-2019,0.626516464471404
IA,2019-09-30,5834,3257,422,7986,6952,180,2019,2019-2020,0.630613644154954
IA,2019-12-31,5914,2964,404,14604,10072,394,2019,2019-2020,0.569496110923233
IA,2020-03-31,9402,4252,390,33256,29046,520,2019,2019-2020,0.493724739417145
IA,2020-06-30,22710,13333,956,196038,146290,3185,2019,2019-2020,0.629194187582563
IA,2020-09-30,10050,5988,559,26423,22543,568,2020,2020-2021,0.651442786069652
IA,2020-12-31,8566,3991,277,15522,12046,188,2020,2020-2021,0.498248890964277
IA,2021-03-31,9179,5175,623,24805,22320,542,2020,2020-2021,0.631659222137488
IA,2021-06-30,6905,4037,472,11588,9716,322,2020,2020-2021,0.653005068790731
IA,2021-09-30,5637,3429,425,4971,4421,131,2021,2021-2022,0.683697001951393
IA,2021-12-31,5158,3125,348,7781,4983,219,2021,2021-2022,0.673322993408298
IA,2022-03-31,6320,4385,433,17734,16377,367,2021,2021-2022,0.762341772151899
IA,2022-06-30,4037,2641,273,3711,3273,97,2021,2021-2022,0.721823135992073
IA,2022-09-30,4144,2710,319,3299,2989,94,2022,2022-2023,0.730936293436293
IA,2022-12-31,5507,3440,366,6703,4801,171,2022,2022-2023,0.691120392228073
IA,2023-03-31,6456,4314,486,17454,16294,373,2022,2022-2023,0.743494423791822
IA,2023-06-30,5352,3358,386,4042,3778,67,2022,2022-2023,0.699551569506727
IA,2023-09-30,5470,3404,376,4832,4494,72,2023,2023-2024,0.691042047531993
IA,2023-12-31,5988,3665,357,5650,4486,94,2023,2023-2024,0.671676686706747
IA,2024-03-31,8049,5559,444,17680,16648,266,2023,2023-2024,0.745806932538204
IA,2024-06-30,6276,4070,347,5261,4979,75,2023,2023-2024,0.703792224346718
ID,2019-03-31,3372,2412,43,5962,5688,15,2018,2018-2019,0.728054567022539
ID,2019-06-30,1879,1309,23,1921,1834,7,2018,2018-2019,0.708887706226716
ID,2019-09-30,1343,946,33,1291,1218,4,2019,2019-2020,0.728965003723008
ID,2019-12-31,2029,1476,38,4245,3820,6,2019,2019-2020,0.746180384425826
ID,2020-03-31,2452,1689,36,23976,22005,54,2019,2019-2020,0.703507340946166
ID,2020-06-30,4390,3274,39,39639,34708,68,2019,2019-2020,0.754669703872437
ID,2020-09-30,2077,1445,0,4335,3654,2,2020,2020-2021,0.695714973519499
ID,2020-12-31,2022,1398,27,6855,5775,22,2020,2020-2021,0.704747774480712
ID,2021-03-31,1804,1300,24,6366,5743,23,2020,2020-2021,0.733924611973392
ID,2021-06-30,1408,1052,21,3530,3222,16,2020,2020-2021,0.762073863636364
ID,2021-09-30,2452,1689,36,23976,22005,54,2021,2021-2022,0.703507340946166
ID,2021-12-31,1339,949,26,3610,3018,34,2021,2021-2022,0.728155339805825
ID,2022-03-31,1450,1080,23,6459,6019,23,2021,2021-2022,0.760689655172414
ID,2022-06-30,1310,952,33,1913,1798,11,2021,2021-2022,0.751908396946565
ID,2022-09-30,1672,1209,35,1545,1432,10,2022,2022-2023,0.744019138755981
ID,2022-12-31,2590,1719,63,4311,3772,34,2022,2022-2023,0.688030888030888
ID,2023-03-31,3033,2081,66,6908,6469,23,2022,2022-2023,0.707879986811738
ID,2023-06-30,2851,1903,53,2310,2178,8,2022,2022-2023,0.686075061381971
ID,2023-09-30,2618,1817,30,1575,1479,5,2023,2023-2024,0.70550038197097
ID,2023-12-31,3256,2167,68,4198,3717,16,2023,2023-2024,0.686425061425061
ID,2024-03-31,3350,2350,52,6831,6409,18,2023,2023-2024,0.717014925373134
ID,2024-06-30,2922,2021,0,1912,1779,0,2023,2023-2024,0.691649555099247
IL,2019-03-31,47015,25388,1033,45172,37944,734,2018,2018-2019,0.561969584175263
IL,2019-06-30,38495,25984,978,13107,4260,351,2018,2018-2019,0.700402649694766
IL,2019-09-30,39057,21893,996,13723,10303,387,2019,2019-2020,0.58604091456077
IL,2019-12-31,42349,21047,950,28233,15387,627,2019,2019-2020,0.519421946208883
IL,2020-03-31,59474,34495,868,60688,35199,705,2019,2019-2020,0.594595957897569
IN,2019-03-31,14330,9399,635,8844,7967,454,2018,2018-2019,0.700209351011863
IN,2019-06-30,9963,5562,333,2013,1649,120,2018,2018-2019,0.591689250225836
IN,2019-09-30,9688,5467,260,2516,2087,139,2019,2019-2020,0.591143682906689
IN,2019-12-31,11683,6086,353,5089,3545,278,2019,2019-2020,0.55114268595395
IN,2020-03-31,107352,77571,2927,47066,40176,2544,2019,2019-2020,0.749850957597437
IN,2020-06-30,279134,205337,8933,79812,70799,3993,2019,2019-2020,0.767624151841051
IN,2020-09-30,46692,28925,1091,8001,6999,329,2020,2020-2021,0.642851023729975
IN,2020-12-31,36263,25032,587,5825,4203,164,2020,2020-2021,0.706477676971017
IN,2021-03-31,26423,15515,627,8933,7762,343,2020,2020-2021,0.610907164212996
IN,2021-06-30,32579,22150,723,11434,10625,276,2020,2020-2021,0.702078025722091
IN,2021-09-30,13489,9189,345,6528,5919,374,2021,2021-2022,0.706798131811105
IN,2021-12-31,7771,4658,235,2548,1797,114,2021,2021-2022,0.629648693861794
IN,2022-03-31,10146,7217,354,6076,5412,299,2021,2021-2022,0.746205401143308
IN,2022-06-30,8111,5118,307,2472,2203,119,2021,2021-2022,0.668844778695599
IN,2022-09-30,9773,6215,373,4647,4008,413,2022,2022-2023,0.674102118080426
IN,2022-12-31,12546,7568,440,7906,6448,589,2022,2022-2023,0.638291088793241
IN,2023-03-31,13628,8881,574,8038,7020,584,2022,2022-2023,0.693792192544761
IN,2023-06-30,11114,6508,396,4046,3486,274,2022,2022-2023,0.621198488393018
IN,2023-09-30,12959,7580,421,3502,2892,243,2023,2023-2024,0.617408750675206
IN,2023-12-31,13225,7694,394,5939,4828,321,2023,2023-2024,0.611568998109641
IN,2024-03-31,14074,8681,462,7073,6251,438,2023,2023-2024,0.649637629671735
IN,2024-06-30,11460,6553,417,3501,3091,203,2023,2023-2024,0.608202443280977
KS,2019-03-31,8639,5865,288,2959,2252,95,2018,2018-2019,0.712235212408844
KS,2019-06-30,5134,2993,184,1155,901,62,2018,2018-2019,0.618815738215816
KS,2019-09-30,4694,2625,204,1809,1434,81,2019,2019-2020,0.602684277801449
KS,2019-12-31,5176,2606,211,2509,1850,103,2019,2019-2020,0.544242658423493
KS,2020-03-31,6784,3972,163,20099,15995,195,2019,2019-2020,0.609522405660377
