state,report_for_period_ending,non_exempt_1st_payment,non_exempt_intrastate_matches,non_exempt_interstate_matches,exempt_1st_payment,exempt_intrastate_matches,exempt_interstate_matches,md_fy_num,md_fy_str,reemployment_rate
AK,2024-06-30,1214,761,72,1124,866,12,2023,2023-2024,0.686161449752883
AL,2019-03-31,10167,5754,552,4312,3991,73,2018,2018-2019,0.620241959280024
AL,2019-06-30,9289,5206,264,2160,1854,52,2018,2018-2019,0.588868554203897
AR,2019-03-31,9215,5741,889,872,826,26,2018,2018-2019,0.7194791101465
AR,2019-06-30,7928,5045,410,993,943,8,2018,2018-2019,0.688067608476287
AR,2019-09-30,4626,2799,132,3810,2709,293,2019,2019-2020,0.633592736705577
AR,2019-12-31,8814,5630,290,790,704,50,2019,2019-2020,0.67165872475607
AR,2020-03-31,7520,5560,200,650,600,30,2019,2019-2020,0.765957446808511
AR,2020-06-30,121122,89246,2864,4642,4303,45,2019,2019-2020,0.760472911609782
AR,2020-09-30,30995,23051,300,1165,1102,15,2020,2020-2021,0.753379577351186
AZ,2019-03-31,11773,6733,875,621,262,60,2018,2018-2019,0.646224411789688
AZ,2019-06-30,16871,9158,1026,613,241,42,2018,2018-2019,0.603639381186652
AZ,2019-09-30,16088,10971,810,871,480,58,2019,2019-2020,0.732284932869219
AZ,2020-03-31,10620,4512,472,702,299,54,2019,2019-2020,0.469303201506591
AZ,2020-09-30,69498,40556,3381,9203,6886,434,2020,2020-2021,0.632205243316354
AZ,2020-12-31,24937,11759,1249,12283,10237,565,2020,2020-2021,0.521634518987849
AZ,2021-06-30,26890,14432,1754,2566,1394,177,2020,2020-2021,0.601933804388248
AZ,2021-12-31,7735,4518,601,542,261,44,2021,2021-2022,0.661797026502909
AZ,2022-03-31,8054,4779,621,590,290,52,2021,2021-2022,0.670474298485225
AZ,2022-06-30,14028,7911,923,557,230,38,2021,2021-2022,0.629740518962076
CA,2019-03-31,209755,127310,3585,70137,49272,857,2018,2018-2019,0.624037567638435
CA,2019-06-30,167956,99110,3241,29760,20129,731,2018,2018-2019,0.609391745457144
CO,2019-03-31,14448,4934,807,6062,3873,236,2018,2018-2019,0.397356035437431
CO,2019-06-30,11851,6103,541,2701,2414,107,2018,2018-2019,0.560627795122775
CO,2019-09-30,9854,4907,556,2801,1938,193,2019,2019-2020,0.554394154658007
CO,2019-12-31,11262,5241,591,5024,3306,257,2019,2019-2020,0.517847629195525
CO,2020-03-31,17468,7949,519,19538,13985,341,2019,2019-2020,0.484772154797344
CO,2020-06-30,107562,49244,2709,235212,173893,5026,2019,2019-2020,0.483005150517841
CO,2020-09-30,29552,8435,956,35460,18989,1558,2020,2020-2021,0.317778830536004
CT,2019-03-31,29125,19712,913,5060,4396,189,2018,2018-2019,0.708154506437768
CT,2019-06-30,17581,9791,777,2033,1535,177,2018,2018-2019,0.601103463966782
CT,2019-09-30,20858,13196,797,2123,1641,157,2019,2019-2020,0.670869690286701
CT,2019-12-31,22026,10748,806,2455,1621,135,2019,2019-2020,0.524561881412876
CT,2020-03-31,50718,27599,786,3615,2724,178,2019,2019-2020,0.559663235932016
CT,2020-06-30,278402,179471,56629,11402,9361,415,2019,2019-2020,0.848054252483818
CT,2020-09-30,55675,30873,2152,4265,3367,238,2020,2020-2021,0.593174674449933
CT,2020-12-31,25817,10822,692,2665,1994,104,2020,2020-2021,0.44598520354805
CT,2021-03-31,35988,20255,899,4294,3593,154,2020,2020-2021,0.587807046793376
CT,2021-06-30,35676,20575,1053,2977,2459,132,2020,2020-2021,0.606233882722278
CT,2021-09-30,20453,12716,781,2531,2100,96,2021,2021-2022,0.65990319268567
CT,2021-12-31,16613,9396,0,1653,1201,0,2021,2021-2022,0.565581171371817
CT,2022-03-31,20199,14364,0,6430,5796,0,2021,2021-2022,0.711124313084806
CT,2022-06-30,58258,27450,0,985,807,0,2021,2021-2022,0.471179923787291
CT,2022-09-30,16218,11828,0,1521,1322,0,2022,2022-2023,0.729313108891355
CT,2022-12-31,14817,8166,0,680,500,0,2022,2022-2023,0.551123709252885
CT,2023-03-31,26683,19250,0,3101,2774,0,2022,2022-2023,0.721433122212645
CT,2023-06-30,16919,10158,0,966,764,0,2022,2022-2023,0.600390093977186
CT,2023-09-30,19603,13104,0,2018,1804,0,2023,2023-2024,0.668469111870632
CT,2023-12-31,16751,8415,0,710,519,0,2023,2023-2024,0.502358068175034
CT,2024-03-31,25542,17779,0,3296,3009,0,2023,2023-2024,0.696069219325033
CT,2024-06-30,17281,9928,0,745,616,0,2023,2023-2024,0.574503790289914
DC,2019-03-31,8542,3417,3382,181,129,34,2018,2018-2019,0.795949426363849
DC,2019-06-30,4047,1591,841,146,104,16,2018,2018-2019,0.60093896713615
DC,2019-09-30,4787,2178,903,235,178,23,2019,2019-2020,0.643618132442031
DC,2019-12-31,4378,1696,814,99,58,12,2019,2019-2020,0.573321151210599
DC,2020-03-31,4588,1235,653,48,26,9,2019,2019-2020,0.411508282476024
DC,2020-06-30,62887,28780,4980,1009,800,100,2019,2019-2020,0.536835912032694
DC,2020-09-30,13475,5459,1893,213,171,19,2020,2020-2021,0.545602968460111
DC,2020-12-31,7763,2682,1157,98,65,10,2020,2020-2021,0.494525312379235
DC,2021-03-31,8516,2846,1612,230,123,29,2020,2020-2021,0.523485204321278
DC,2021-06-30,9821,4943,1336,354,288,16,2020,2020-2021,0.639344262295082
DC,2021-09-30,5920,3471,783,184,144,18,2021,2021-2022,0.718581081081081
DC,2021-12-31,6208,4045,770,48,25,9,2021,2021-2022,0.775612113402062
DC,2022-03-31,3046,1691,542,47,27,10,2021,2021-2022,0.733092580433355
DC,2022-06-30,2122,1001,453,34,25,5,2021,2021-2022,0.685202639019793
DC,2022-09-30,2667,1306,484,49,35,7,2022,2022-2023,0.671166104236971
DC,2022-12-31,1854,818,331,26,17,2,2022,2022-2023,0.619741100323625
DC,2023-03-31,3273,1420,670,50,26,13,2022,2022-2023,0.638557897952948
DC,2023-06-30,3388,1211,752,53,28,14,2022,2022-2023,0.57939787485242
DC,2023-09-30,4217,1814,185,85,58,3,2023,2023-2024,0.474033673227413
DE,2019-03-31,2553,1479,214,1824,1523,71,2018,2018-2019,0.663141402271837
DE,2019-06-30,1799,901,188,818,641,31,2018,2018-2019,0.605336297943302
DE,2019-09-30,2117,1179,246,1089,932,28,2019,2019-2020,0.67312234293812
DE,2019-12-31,1800,918,173,1314,756,46,2019,2019-2020,0.606111111111111
DE,2020-03-31,2395,1115,135,1940,1323,70,2019,2019-2020,0.521920668058455
DE,2020-06-30,2922,1430,160,432,276,28,2019,2019-2020,0.544147843942505
