state,report_for_period_ending,indicator_type,0-7,15-21,22-28,29-35,36-42,43-49,50-56,57-63,64-70,71-+,8-14,total,14days_or_fewer,21days_or_fewer,non_waiting_week,first_payment_promptness,md_fy_num,md_fy_str
CA,2023-11-30,intra-total,37954,5952,2928,1321,602,349,215,148,117,1158,18269,69013,56223,62175,FALSE,0.900917218495066,2023,2023-2024
CA,2023-11-30,intra-ucfe,32,20,8,5,5,0,2,0,4,8,31,115,63,83,FALSE,0.721739130434783,2023,2023-2024
CA,2023-11-30,intra-ucx,108,16,11,3,4,2,5,0,2,5,33,189,141,157,FALSE,0.830687830687831,2023,2023-2024
CA,2023-11-30,intra-ui,37814,5916,2909,1313,593,347,208,148,111,1145,18205,68709,56019,61935,FALSE,0.901410295594464,2023,2023-2024
CA,2023-12-31,inter-total,741,97,47,25,7,6,4,4,2,27,273,1233,1014,1111,FALSE,0.901054339010543,2023,2023-2024
CA,2023-12-31,inter-ucfe,13,1,0,1,0,0,0,0,0,0,6,21,19,20,FALSE,0.952380952380952,2023,2023-2024
CA,2023-12-31,inter-ucx,1,0,0,1,0,0,0,0,0,2,1,5,2,2,FALSE,0.4,2023,2023-2024
CA,2023-12-31,inter-ui,727,96,47,23,7,6,4,4,2,25,266,1207,993,1089,FALSE,0.902236951118476,2023,2023-2024
CA,2023-12-31,intra-total,42279,6716,3310,1497,700,388,267,159,125,1046,18796,75283,61075,67791,FALSE,0.900482180571975,2023,2023-2024
CA,2023-12-31,intra-ucfe,62,20,13,6,3,3,1,0,1,9,50,168,112,132,FALSE,0.785714285714286,2023,2023-2024
CA,2023-12-31,intra-ucx,101,12,10,4,6,2,2,4,1,6,40,188,141,153,FALSE,0.813829787234043,2023,2023-2024
CA,2023-12-31,intra-ui,42116,6684,3287,1487,691,383,264,155,123,1031,18706,74927,60822,67506,FALSE,0.900956931413242,2023,2023-2024
CA,2024-01-31,inter-total,762,133,73,32,13,13,5,4,3,20,333,1391,1095,1228,FALSE,0.882818116462976,2023,2023-2024
CA,2024-01-31,inter-ucfe,9,8,1,2,1,0,0,0,0,4,12,37,21,29,FALSE,0.783783783783784,2023,2023-2024
CA,2024-01-31,inter-ucx,2,3,0,0,0,0,0,0,0,0,0,5,2,5,FALSE,1,2023,2023-2024
CA,2024-01-31,inter-ui,751,122,72,30,12,13,5,4,3,16,321,1349,1072,1194,FALSE,0.885100074128985,2023,2023-2024
CA,2024-01-31,intra-total,53770,10199,4813,2190,1132,670,371,281,153,1310,21700,96589,75470,85669,FALSE,0.886943647827392,2023,2023-2024
CA,2024-01-31,intra-ucfe,73,48,19,11,3,3,3,0,1,11,74,246,147,195,FALSE,0.792682926829268,2023,2023-2024
CA,2024-01-31,intra-ucx,81,18,9,4,3,2,1,0,1,7,42,168,123,141,FALSE,0.839285714285714,2023,2023-2024
CA,2024-01-31,intra-ui,53616,10133,4785,2175,1126,665,367,281,151,1292,21584,96175,75200,85333,FALSE,0.887268001039771,2023,2023-2024
CA,2024-02-29,inter-total,595,114,66,38,16,12,4,8,1,33,295,1182,890,1004,FALSE,0.849407783417936,2023,2023-2024
CA,2024-02-29,inter-ucfe,3,5,0,1,1,1,1,0,0,1,1,14,4,9,FALSE,0.642857142857143,2023,2023-2024
CA,2024-02-29,inter-ucx,1,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,1,2023,2023-2024
CA,2024-02-29,inter-ui,591,109,66,37,15,11,3,8,1,32,294,1167,885,994,FALSE,0.851756640959726,2023,2023-2024
CA,2024-02-29,intra-total,41760,9319,4397,2117,1084,633,448,344,205,1373,21699,83379,63459,72778,FALSE,0.872857673994651,2023,2023-2024
CA,2024-02-29,intra-ucfe,52,38,18,9,7,3,0,2,1,6,41,177,93,131,FALSE,0.740112994350282,2023,2023-2024
CA,2024-02-29,intra-ucx,89,21,10,5,4,2,0,1,0,7,37,176,126,147,FALSE,0.835227272727273,2023,2023-2024
CA,2024-02-29,intra-ui,41619,9260,4369,2103,1073,628,448,341,204,1360,21621,83026,63240,72500,FALSE,0.873220436971551,2023,2023-2024
CA,2024-03-31,inter-total,566,110,63,21,19,14,12,11,4,39,308,1167,874,984,FALSE,0.84318766066838,2023,2023-2024
CA,2024-03-31,inter-ucfe,1,3,0,1,0,1,1,0,0,3,1,11,2,5,FALSE,0.454545454545455,2023,2023-2024
CA,2024-03-31,inter-ucx,3,0,1,0,0,0,0,0,0,0,0,4,3,3,FALSE,0.75,2023,2023-2024
CA,2024-03-31,inter-ui,562,107,62,20,19,13,11,11,4,36,307,1152,869,976,FALSE,0.847222222222222,2023,2023-2024
CA,2024-03-31,intra-total,38744,7944,4369,2334,1271,870,610,432,293,1543,20926,79336,59670,67614,FALSE,0.852248663910457,2023,2023-2024
CA,2024-03-31,intra-ucfe,28,20,8,5,4,5,5,3,2,9,25,114,53,73,FALSE,0.640350877192982,2023,2023-2024
CA,2024-03-31,intra-ucx,122,25,12,10,7,2,2,1,1,4,63,249,185,210,FALSE,0.843373493975904,2023,2023-2024
CA,2024-03-31,intra-ui,38594,7899,4349,2319,1260,863,603,428,290,1530,20838,78973,59432,67331,FALSE,0.852582528205842,2023,2023-2024
CA,2024-04-30,inter-total,684,74,41,24,18,8,4,6,7,36,289,1191,973,1047,FALSE,0.879093198992443,2023,2023-2024
CA,2024-04-30,inter-ucfe,1,0,1,0,0,0,0,0,1,2,1,6,2,2,FALSE,0.333333333333333,2023,2023-2024
CA,2024-04-30,inter-ucx,4,0,0,0,0,0,0,0,0,0,0,4,4,4,FALSE,1,2023,2023-2024
CA,2024-04-30,inter-ui,679,74,40,24,18,8,4,6,6,34,288,1181,967,1041,FALSE,0.881456392887383,2023,2023-2024
CA,2024-04-30,intra-total,37289,6062,2900,1496,784,514,352,246,198,1404,18421,69666,55710,61772,FALSE,0.886687910889099,2023,2023-2024
CA,2024-04-30,intra-ucfe,21,13,7,6,3,5,0,0,1,5,32,93,53,66,FALSE,0.709677419354839,2023,2023-2024
CA,2024-04-30,intra-ucx,106,20,14,3,4,0,1,1,1,2,54,206,160,180,FALSE,0.87378640776699,2023,2023-2024
CA,2024-04-30,intra-ui,37162,6029,2879,1487,777,509,351,245,196,1397,18335,69367,55497,61526,FALSE,0.88696354174175,2023,2023-2024
CA,2024-05-31,inter-total,665,158,73,34,14,8,10,2,4,17,386,1371,1051,1209,FALSE,0.88183807439825,2023,2023-2024
CA,2024-05-31,inter-ucfe,2,1,1,2,0,0,1,0,0,0,0,7,2,3,FALSE,0.428571428571429,2023,2023-2024
CA,2024-05-31,inter-ucx,1,1,1,0,0,0,1,0,0,1,3,8,4,5,FALSE,0.625,2023,2023-2024
CA,2024-05-31,inter-ui,662,156,71,32,14,8,8,2,4,16,383,1356,1045,1201,FALSE,0.885693215339233,2023,2023-2024
CA,2024-05-31,intra-total,32178,7304,3459,1587,714,425,280,236,153,1246,20247,67829,52425,59729,FALSE,0.880582051924693,2023,2023-2024
CA,2024-05-31,intra-ucfe,34,26,12,7,3,6,2,1,1,5,18,115,52,78,FALSE,0.678260869565217,2023,2023-2024
CA,2024-05-31,intra-ucx,110,24,19,8,4,3,0,2,1,7,54,232,164,188,FALSE,0.810344827586207,2023,2023-2024
CA,2024-05-31,intra-ui,32034,7254,3428,1572,707,416,278,233,151,1234,20175,67482,52209,59463,FALSE,0.881168311549747,2023,2023-2024
CA,2024-06-30,inter-total,603,111,70,34,16,13,9,4,5,24,278,1167,881,992,FALSE,0.850042844901457,2023,2023-2024
CA,2024-06-30,inter-ucfe,0,1,0,0,0,0,0,0,1,3,0,5,0,1,FALSE,0.2,2023,2023-2024
CA,2024-06-30,inter-ucx,2,0,0,0,0,0,0,0,0,0,0,2,2,2,FALSE,1,2023,2023-2024
CA,2024-06-30,inter-ui,601,110,70,34,16,13,9,4,4,21,278,1160,879,989,FALSE,0.852586206896552,2023,2023-2024
CA,2024-06-30,intra-total,35925,7612,4044,1873,868,537,327,198,128,1131,20662,73305,56587,64199,FALSE,0.875779278357547,2023,2023-2024
CA,2024-06-30,intra-ucfe,25,18,12,8,7,3,2,2,1,5,20,103,45,63,FALSE,0.611650485436893,2023,2023-2024
CA,2024-06-30,intra-ucx,113,20,10,7,1,0,1,1,4,4,52,213,165,185,FALSE,0.868544600938967,2023,2023-2024
CA,2024-06-30,intra-ui,35787,7574,4022,1858,860,534,324,195,123,1122,20590,72989,56377,63951,FALSE,0.876173121977284,2023,2023-2024
CA,2024-07-31,inter-total,659,124,61,32,21,7,10,6,4,47,384,1355,1043,1167,FALSE,0.861254612546125,2024,2024-2025
CA,2024-07-31,inter-ucfe,0,1,0,1,0,1,0,0,0,0,0,3,0,1,FALSE,0.333333333333333,2024,2024-2025
CA,2024-07-31,inter-ucx,4,0,0,0,0,0,0,0,0,0,0,4,4,4,FALSE,1,2024,2024-2025
CA,2024-07-31,inter-ui,655,123,61,31,21,6,10,6,4,47,384,1348,1039,1162,FALSE,0.862017804154303,2024,2024-2025
CA,2024-07-31,intra-total,41195,8923,4961,2347,1125,606,354,244,188,1355,23927,85225,65122,74045,FALSE,0.868817835142271,2024,2024-2025
CA,2024-07-31,intra-ucfe,25,12,10,9,7,4,1,1,3,11,31,114,56,68,FALSE,0.596491228070175,2024,2024-2025
CA,2024-07-31,intra-ucx,109,23,12,7,6,3,1,1,1,4,68,235,177,200,FALSE,0.851063829787234,2024,2024-2025
CA,2024-07-31,intra-ui,41061,8888,4939,2331,1112,599,352,242,184,1340,23828,84876,64889,73777,FALSE,0.869232763089684,2024,2024-2025
CA,2024-08-31,inter-total,580,102,53,23,12,8,6,5,0,29,339,1157,919,1021,FALSE,0.882454624027658,2024,2024-2025
CA,2024-08-31,inter-ucfe,1,0,0,0,0,0,0,0,0,0,2,3,3,3,FALSE,1,2024,2024-2025
CA,2024-08-31,inter-ucx,4,0,1,0,0,0,0,1,0,1,1,8,5,5,FALSE,0.625,2024,2024-2025
CA,2024-08-31,inter-ui,575,102,52,23,12,8,6,4,0,28,336,1146,911,1013,FALSE,0.883944153577662,2024,2024-2025
CA,2024-08-31,intra-total,35521,6629,3437,1496,762,487,323,216,160,1241,19714,69986,55235,61864,FALSE,0.883948218215072,2024,2024-2025
CA,2024-08-31,intra-ucfe,27,13,11,6,7,3,3,1,1,7,31,110,58,71,FALSE,0.645454545454546,2024,2024-2025
CA,2024-08-31,intra-ucx,112,26,15,7,4,1,2,0,0,8,55,230,167,193,FALSE,0.839130434782609,2024,2024-2025
CA,2024-08-31,intra-ui,35382,6590,3411,1483,751,483,318,215,159,1226,19628,69646,55010,61600,FALSE,0.884472905838095,2024,2024-2025
CA,2024-09-30,inter-total,537,84,46,25,11,10,6,5,1,30,307,1062,844,928,FALSE,0.873822975517891,2024,2024-2025
CA,2024-09-30,inter-ucfe,2,1,1,0,3,1,0,0,0,0,0,8,2,3,FALSE,0.375,2024,2024-2025
CA,2024-09-30,inter-ucx,1,1,0,0,0,0,0,0,0,1,0,3,1,2,FALSE,0.666666666666667,2024,2024-2025
CA,2024-09-30,inter-ui,534,82,45,25,8,9,6,5,1,29,307,1051,841,923,FALSE,0.878211227402474,2024,2024-2025
CA,2024-09-30,intra-total,31261,6160,3181,1527,692,418,257,168,124,1124,17907,62819,49168,55328,FALSE,0.880752638532928,2024,2024-2025
CA,2024-09-30,intra-ucfe,17,12,4,11,5,4,0,1,0,2,16,72,33,45,FALSE,0.625,2024,2024-2025
CA,2024-09-30,intra-ucx,138,25,9,5,1,1,2,1,1,7,40,230,178,203,FALSE,0.882608695652174,2024,2024-2025
CA,2024-09-30,intra-ui,31106,6123,3168,1511,686,413,255,166,123,1115,17851,62517,48957,55080,FALSE,0.88104035702289,2024,2024-2025
CA,2024-10-31,inter-total,477,73,44,17,8,9,5,7,1,36,320,997,797,870,FALSE,0.872617853560682,2024,2024-2025
CA,2024-10-31,inter-ucfe,0,2,3,0,0,1,0,0,0,0,3,9,3,5,FALSE,0.555555555555556,2024,2024-2025
CA,2024-10-31,inter-ucx,3,1,0,0,0,0,0,0,0,0,1,5,4,5,FALSE,1,2024,2024-2025
CA,2024-10-31,inter-ui,474,70,41,17,8,8,5,7,1,36,316,983,790,860,FALSE,0.874872838250254,2024,2024-2025
CA,2024-10-31,intra-total,31539,5885,2882,1358,644,376,237,168,126,1066,18089,62370,49628,55513,FALSE,0.890059323392657,2024,2024-2025
CA,2024-10-31,intra-ucfe,14,9,10,6,0,4,3,0,1,11,16,74,30,39,FALSE,0.527027027027027,2024,2024-2025
CA,2024-10-31,intra-ucx,117,22,12,9,5,1,2,0,0,5,48,221,165,187,FALSE,0.846153846153846,2024,2024-2025
CA,2024-10-31,intra-ui,31408,5854,2860,1343,639,371,232,168,125,1050,18025,62075,49433,55287,FALSE,0.890648409182441,2024,2024-2025
CA,2024-11-30,inter-total,549,96,50,14,9,4,2,1,2,19,274,1020,823,919,FALSE,0.900980392156863,2024,2024-2025
CA,2024-11-30,inter-ucfe,13,4,0,0,0,0,0,0,0,0,4,21,17,21,FALSE,1,2024,2024-2025
CA,2024-11-30,inter-ucx,3,0,0,0,0,0,0,0,0,0,1,4,4,4,FALSE,1,2024,2024-2025
CA,2024-11-30,inter-ui,533,92,50,14,9,4,2,1,2,19,269,995,802,894,FALSE,0.898492462311558,2024,2024-2025
CA,2024-11-30,intra-total,34054,6350,3234,1387,574,339,182,127,85,821,17321,64474,51375,57725,FALSE,0.895322145360921,2024,2024-2025
CA,2024-11-30,intra-ucfe,40,18,7,5,3,2,1,1,0,6,24,107,64,82,FALSE,0.766355140186916,2024,2024-2025
CA,2024-11-30,intra-ucx,109,29,9,6,2,3,1,0,0,2,52,213,161,190,FALSE,0.892018779342723,2024,2024-2025
CA,2024-11-30,intra-ui,33905,6303,3218,1376,569,334,180,126,85,813,17245,64154,51150,57453,FALSE,0.895548212114599,2024,2024-2025
CA,2024-12-31,inter-total,659,115,69,29,15,5,5,5,4,22,330,1258,989,1104,FALSE,0.87758346581876,2024,2024-2025
CA,2024-12-31,inter-ucfe,12,3,1,2,1,0,0,0,0,1,11,31,23,26,FALSE,0.838709677419355,2024,2024-2025
CA,2024-12-31,inter-ucx,3,0,0,0,0,0,1,0,0,0,1,5,4,4,FALSE,0.8,2024,2024-2025
CA,2024-12-31,inter-ui,644,112,68,27,14,5,4,5,4,21,318,1222,962,1074,FALSE,0.878887070376432,2024,2024-2025
CA,2024-12-31,intra-total,44449,8589,4250,2069,875,521,326,207,142,1054,21914,84396,66363,74952,FALSE,0.888098962036116,2024,2024-2025
CA,2024-12-31,intra-ucfe,83,40,15,4,5,6,2,3,0,5,84,247,167,207,FALSE,0.838056680161943,2024,2024-2025
CA,2024-12-31,intra-ucx,101,23,12,5,3,2,0,0,0,4,52,202,153,176,FALSE,0.871287128712871,2024,2024-2025
CA,2024-12-31,intra-ui,44265,8526,4223,2060,867,513,324,204,142,1045,21778,83947,66043,74569,FALSE,0.888286657057429,2024,2024-2025
CO,2019-01-31,inter-total,252,19,6,6,5,3,0,3,2,8,119,423,371,390,FALSE,0.921985815602837,2018,2018-2019
CO,2019-01-31,inter-ucfe,14,1,1,0,1,0,0,0,0,1,17,35,31,32,FALSE,0.914285714285714,2018,2018-2019
CO,2019-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2018,2018-2019
CO,2019-01-31,inter-ui,238,18,5,6,4,3,0,3,2,7,102,388,340,358,FALSE,0.922680412371134,2018,2018-2019
CO,2019-01-31,intra-total,4730,305,52,27,21,25,22,12,6,33,1911,7144,6641,6946,FALSE,0.972284434490481,2018,2018-2019
CO,2019-01-31,intra-ucfe,455,4,2,1,0,1,1,0,0,1,153,618,608,612,FALSE,0.990291262135922,2018,2018-2019
CO,2019-01-31,intra-ucx,11,0,2,1,0,0,0,0,0,1,7,22,18,18,FALSE,0.818181818181818,2018,2018-2019
CO,2019-01-31,intra-ui,4264,301,48,25,21,24,21,12,6,31,1751,6504,6015,6316,FALSE,0.971094710947109,2018,2018-2019
CO,2019-02-28,inter-total,150,40,7,3,6,0,1,1,1,2,90,301,240,280,FALSE,0.930232558139535,2018,2018-2019
CO,2019-02-28,inter-ucfe,7,6,4,0,0,0,0,0,0,0,10,27,17,23,FALSE,0.851851851851852,2018,2018-2019
CO,2019-02-28,inter-ucx,1,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,1,2018,2018-2019
CO,2019-02-28,inter-ui,142,34,3,3,6,0,1,1,1,2,80,273,222,256,FALSE,0.937728937728938,2018,2018-2019
CO,2019-02-28,intra-total,2721,294,65,38,27,19,18,6,4,20,1703,4915,4424,4718,FALSE,0.959918616480163,2018,2018-2019
CO,2019-02-28,intra-ucfe,24,13,5,6,1,0,0,0,0,2,24,75,48,61,FALSE,0.813333333333333,2018,2018-2019
CO,2019-02-28,intra-ucx,28,2,0,0,0,0,0,0,0,0,7,37,35,37,FALSE,1,2018,2018-2019
CO,2019-02-28,intra-ui,2669,279,60,32,26,19,18,6,4,18,1672,4803,4341,4620,FALSE,0.961898813241724,2018,2018-2019
CO,2019-03-31,inter-total,130,14,4,3,6,3,1,1,1,1,76,240,206,220,FALSE,0.916666666666667,2018,2018-2019
CO,2019-03-31,inter-ucfe,2,2,0,0,0,0,0,0,0,0,3,7,5,7,FALSE,1,2018,2018-2019
CO,2019-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2018,2018-2019
CO,2019-03-31,inter-ui,128,12,4,3,6,3,1,1,1,1,73,233,201,213,FALSE,0.914163090128755,2018,2018-2019
CO,2019-03-31,intra-total,2067,204,46,32,32,28,10,4,11,22,1484,3940,3551,3755,FALSE,0.953045685279188,2018,2018-2019
CO,2019-03-31,intra-ucfe,10,3,1,2,1,0,0,1,1,0,7,26,17,20,FALSE,0.769230769230769,2018,2018-2019
CO,2019-03-31,intra-ucx,15,2,1,1,0,0,0,0,0,0,3,22,18,20,FALSE,0.909090909090909,2018,2018-2019
CO,2019-03-31,intra-ui,2042,199,44,29,31,28,10,3,10,22,1474,3892,3516,3715,FALSE,0.954522096608428,2018,2018-2019
CO,2019-04-30,inter-total,161,11,3,2,3,1,1,1,2,5,68,258,229,240,FALSE,0.930232558139535,2018,2018-2019
CO,2019-04-30,inter-ucfe,1,0,0,0,0,0,0,0,0,1,2,4,3,3,FALSE,0.75,2018,2018-2019
CO,2019-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2018,2018-2019
CO,2019-04-30,inter-ui,160,11,3,2,3,1,1,1,2,4,66,254,226,237,FALSE,0.933070866141732,2018,2018-2019
CO,2019-04-30,intra-total,2012,134,33,30,34,27,10,12,7,32,1125,3456,3137,3271,FALSE,0.946469907407407,2018,2018-2019
CO,2019-04-30,intra-ucfe,6,3,2,0,1,3,0,0,0,2,9,26,15,18,FALSE,0.692307692307692,2018,2018-2019
CO,2019-04-30,intra-ucx,16,2,0,0,0,0,0,0,0,0,8,26,24,26,FALSE,1,2018,2018-2019
CO,2019-04-30,intra-ui,1990,129,31,30,33,24,10,12,7,30,1108,3404,3098,3227,FALSE,0.948002350176263,2018,2018-2019
CO,2019-05-31,inter-total,157,16,4,7,1,3,1,1,1,0,76,267,233,249,FALSE,0.932584269662921,2018,2018-2019
CO,2019-05-31,inter-ucfe,2,1,0,1,0,0,0,0,0,0,1,5,3,4,FALSE,0.8,2018,2018-2019
CO,2019-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2018,2018-2019
CO,2019-05-31,inter-ui,155,15,4,6,1,3,1,1,1,0,75,262,230,245,FALSE,0.935114503816794,2018,2018-2019
CO,2019-05-31,intra-total,2053,167,49,34,15,9,16,12,7,21,1416,3799,3469,3636,FALSE,0.95709397209792,2018,2018-2019
CO,2019-05-31,intra-ucfe,6,0,1,1,1,0,0,0,0,0,9,18,15,15,FALSE,0.833333333333333,2018,2018-2019
CO,2019-05-31,intra-ucx,26,1,1,0,0,0,0,0,0,0,6,34,32,33,FALSE,0.970588235294118,2018,2018-2019
CO,2019-05-31,intra-ui,2021,166,47,33,14,9,16,12,7,21,1401,3747,3422,3588,FALSE,0.957566052842274,2018,2018-2019
CO,2019-06-30,inter-total,118,12,4,1,1,1,1,2,0,2,58,200,176,188,FALSE,0.94,2018,2018-2019
CO,2019-06-30,inter-ucfe,1,0,0,0,0,0,0,0,0,0,1,2,2,2,FALSE,1,2018,2018-2019
CO,2019-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2018,2018-2019
CO,2019-06-30,inter-ui,117,12,4,1,1,1,1,2,0,2,57,198,174,186,FALSE,0.939393939393939,2018,2018-2019
CO,2019-06-30,intra-total,2156,127,39,26,27,23,4,3,3,21,1209,3638,3365,3492,FALSE,0.959868059373282,2018,2018-2019
CO,2019-06-30,intra-ucfe,1,1,0,0,0,0,0,0,0,0,7,9,8,9,FALSE,1,2018,2018-2019
CO,2019-06-30,intra-ucx,13,0,0,0,1,0,0,0,0,0,3,17,16,16,FALSE,0.941176470588235,2018,2018-2019
CO,2019-06-30,intra-ui,2142,126,39,26,26,23,4,3,3,21,1199,3612,3341,3467,FALSE,0.959856035437431,2018,2018-2019
CO,2019-07-31,inter-total,162,13,6,1,6,1,1,1,0,5,68,264,230,243,FALSE,0.920454545454545,2019,2019-2020
CO,2019-07-31,inter-ucfe,0,2,1,0,0,0,1,0,0,0,1,5,1,3,FALSE,0.6,2019,2019-2020
CO,2019-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
CO,2019-07-31,inter-ui,162,11,5,1,6,1,0,1,0,5,67,259,229,240,FALSE,0.926640926640927,2019,2019-2020
CO,2019-07-31,intra-total,1889,148,33,25,28,15,20,13,6,17,1206,3400,3095,3243,FALSE,0.953823529411765,2019,2019-2020
CO,2019-07-31,intra-ucfe,7,4,0,0,0,0,0,0,0,0,3,14,10,14,FALSE,1,2019,2019-2020
CO,2019-07-31,intra-ucx,25,0,0,0,0,0,0,0,0,0,4,29,29,29,FALSE,1,2019,2019-2020
CO,2019-07-31,intra-ui,1857,144,33,25,28,15,20,13,6,17,1199,3357,3056,3200,FALSE,0.953232052427763,2019,2019-2020
CO,2019-08-31,inter-total,135,11,9,3,2,2,1,0,0,4,81,248,216,227,FALSE,0.915322580645161,2019,2019-2020
CO,2019-08-31,inter-ucfe,3,0,1,0,0,0,0,0,0,0,3,7,6,6,FALSE,0.857142857142857,2019,2019-2020
CO,2019-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,1,1,1,1,FALSE,1,2019,2019-2020
CO,2019-08-31,inter-ui,132,11,8,3,2,2,1,0,0,4,77,240,209,220,FALSE,0.916666666666667,2019,2019-2020
CO,2019-08-31,intra-total,1634,156,41,44,27,12,14,9,2,24,1190,3153,2824,2980,FALSE,0.945131620678719,2019,2019-2020
CO,2019-08-31,intra-ucfe,6,2,1,1,0,0,0,0,0,1,5,16,11,13,FALSE,0.8125,2019,2019-2020
CO,2019-08-31,intra-ucx,8,1,0,0,1,0,0,0,0,0,8,18,16,17,FALSE,0.944444444444444,2019,2019-2020
CO,2019-08-31,intra-ui,1620,153,40,43,26,12,14,9,2,23,1177,3119,2797,2950,FALSE,0.945815966655979,2019,2019-2020
CO,2019-09-30,inter-total,122,15,3,1,3,3,0,1,1,0,75,224,197,212,FALSE,0.946428571428571,2019,2019-2020
CO,2019-09-30,inter-ucfe,1,0,0,0,0,0,0,0,0,0,2,3,3,3,FALSE,1,2019,2019-2020
CO,2019-09-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
CO,2019-09-30,inter-ui,121,15,3,1,3,3,0,1,1,0,73,221,194,209,FALSE,0.945701357466063,2019,2019-2020
CO,2019-09-30,intra-total,1384,160,32,24,22,22,9,6,5,12,1034,2710,2418,2578,FALSE,0.951291512915129,2019,2019-2020
CO,2019-09-30,intra-ucfe,3,1,0,1,0,1,0,0,0,1,7,14,10,11,FALSE,0.785714285714286,2019,2019-2020
CO,2019-09-30,intra-ucx,15,2,0,0,0,0,0,0,0,0,5,22,20,22,FALSE,1,2019,2019-2020
CO,2019-09-30,intra-ui,1366,157,32,23,22,21,9,6,5,11,1022,2674,2388,2545,FALSE,0.951757666417352,2019,2019-2020
CO,2019-10-31,inter-total,190,17,9,3,2,1,1,0,0,2,78,303,268,285,FALSE,0.940594059405941,2019,2019-2020
CO,2019-10-31,inter-ucfe,3,0,0,0,0,0,0,0,0,0,1,4,4,4,FALSE,1,2019,2019-2020
CO,2019-10-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
CO,2019-10-31,inter-ui,187,17,9,3,2,1,1,0,0,2,77,299,264,281,FALSE,0.939799331103679,2019,2019-2020
CO,2019-10-31,intra-total,1833,145,39,25,12,16,12,11,4,14,1179,3290,3012,3157,FALSE,0.959574468085106,2019,2019-2020
CO,2019-10-31,intra-ucfe,12,0,1,1,0,0,0,0,0,0,4,18,16,16,FALSE,0.888888888888889,2019,2019-2020
CO,2019-10-31,intra-ucx,16,0,0,1,0,0,0,0,0,0,9,26,25,25,FALSE,0.961538461538461,2019,2019-2020
CO,2019-10-31,intra-ui,1805,145,38,23,12,16,12,11,4,14,1166,3246,2971,3116,FALSE,0.959950708564387,2019,2019-2020
CO,2019-11-30,inter-total,214,18,8,3,3,1,1,1,0,1,99,349,313,331,FALSE,0.948424068767908,2019,2019-2020
CO,2019-11-30,inter-ucfe,5,0,1,0,0,0,0,0,0,0,12,18,17,17,FALSE,0.944444444444444,2019,2019-2020
CO,2019-11-30,inter-ucx,1,0,0,0,0,0,0,0,0,0,1,2,2,2,FALSE,1,2019,2019-2020
CO,2019-11-30,inter-ui,208,18,7,3,3,1,1,1,0,1,86,329,294,312,FALSE,0.948328267477204,2019,2019-2020
CO,2019-11-30,intra-total,2056,192,35,27,24,22,10,6,8,19,1515,3914,3571,3763,FALSE,0.961420541645376,2019,2019-2020
CO,2019-11-30,intra-ucfe,19,2,0,0,0,0,1,0,0,0,29,51,48,50,FALSE,0.980392156862745,2019,2019-2020
CO,2019-11-30,intra-ucx,7,0,0,0,1,0,0,0,0,0,2,10,9,9,FALSE,0.9,2019,2019-2020
CO,2019-11-30,intra-ui,2030,190,35,27,23,22,9,6,8,19,1484,3853,3514,3704,FALSE,0.96132883467428,2019,2019-2020
CO,2019-12-31,inter-total,222,50,7,3,4,2,5,0,0,1,105,399,327,377,FALSE,0.944862155388471,2019,2019-2020
CO,2019-12-31,inter-ucfe,4,2,1,0,0,0,0,0,0,0,6,13,10,12,FALSE,0.923076923076923,2019,2019-2020
CO,2019-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
CO,2019-12-31,inter-ui,218,48,6,3,4,2,5,0,0,1,99,386,317,365,FALSE,0.94559585492228,2019,2019-2020
CO,2019-12-31,intra-total,2815,331,66,25,31,26,14,10,8,24,1557,4907,4372,4703,FALSE,0.958426737314041,2019,2019-2020
CO,2019-12-31,intra-ucfe,29,9,2,0,1,1,1,0,0,0,42,85,71,80,FALSE,0.941176470588235,2019,2019-2020
CO,2019-12-31,intra-ucx,20,1,1,0,0,2,0,0,0,0,10,34,30,31,FALSE,0.911764705882353,2019,2019-2020
CO,2019-12-31,intra-ui,2766,321,63,25,30,23,13,10,8,24,1505,4788,4271,4592,FALSE,0.95906432748538,2019,2019-2020
CO,2020-01-31,inter-total,279,25,12,4,4,3,2,3,1,3,113,449,392,417,FALSE,0.928730512249443,2019,2019-2020
CO,2020-01-31,inter-ucfe,14,2,1,0,1,1,1,0,0,0,11,31,25,27,FALSE,0.870967741935484,2019,2019-2020
