state,report_for_period_ending,indicator_type,0-7,15-21,22-28,29-35,36-42,43-49,50-56,57-63,64-70,71-+,8-14,total,14days_or_fewer,21days_or_fewer,non_waiting_week,first_payment_promptness,md_fy_num,md_fy_str
NH,2019-11-30,inter-ui,22,2,0,0,0,1,1,1,0,0,10,37,32,34,FALSE,0.918918918918919,2019,2019-2020
NH,2019-11-30,intra-total,294,15,8,2,5,5,1,2,0,5,151,488,445,460,FALSE,0.942622950819672,2019,2019-2020
NH,2019-11-30,intra-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2019-11-30,intra-ucx,1,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,1,2019,2019-2020
NH,2019-11-30,intra-ui,293,15,8,2,5,5,1,2,0,5,151,487,444,459,FALSE,0.942505133470226,2019,2019-2020
NH,2019-12-31,inter-total,96,1,1,0,2,1,1,0,0,0,21,123,117,118,FALSE,0.959349593495935,2019,2019-2020
NH,2019-12-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,1,1,1,1,FALSE,1,2019,2019-2020
NH,2019-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2019-12-31,inter-ui,96,1,1,0,2,1,1,0,0,0,20,122,116,117,FALSE,0.959016393442623,2019,2019-2020
NH,2019-12-31,intra-total,402,25,7,9,7,5,1,2,0,5,238,701,640,665,FALSE,0.948644793152639,2019,2019-2020
NH,2019-12-31,intra-ucfe,1,0,0,0,1,0,0,0,0,0,0,2,1,1,FALSE,0.5,2019,2019-2020
NH,2019-12-31,intra-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2019-12-31,intra-ui,401,25,7,9,6,5,1,2,0,5,238,699,639,664,FALSE,0.949928469241774,2019,2019-2020
NH,2020-01-31,inter-total,65,5,1,0,0,0,0,0,0,0,19,90,84,89,FALSE,0.988888888888889,2019,2019-2020
NH,2020-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-01-31,inter-ui,65,5,1,0,0,0,0,0,0,0,19,90,84,89,FALSE,0.988888888888889,2019,2019-2020
NH,2020-01-31,intra-total,780,48,10,4,2,2,6,2,1,2,359,1216,1139,1187,FALSE,0.976151315789474,2019,2019-2020
NH,2020-01-31,intra-ucfe,1,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,1,2019,2019-2020
NH,2020-01-31,intra-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-01-31,intra-ui,779,48,10,4,2,2,6,2,1,2,359,1215,1138,1186,FALSE,0.976131687242798,2019,2019-2020
NH,2020-02-29,inter-total,27,6,1,0,1,0,0,1,0,0,20,56,47,53,FALSE,0.946428571428571,2019,2019-2020
NH,2020-02-29,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-02-29,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-02-29,inter-ui,27,6,1,0,1,0,0,1,0,0,20,56,47,53,FALSE,0.946428571428571,2019,2019-2020
NH,2020-02-29,intra-total,405,45,16,9,9,7,0,1,0,2,201,695,606,651,FALSE,0.936690647482014,2019,2019-2020
NH,2020-02-29,intra-ucfe,0,2,0,0,0,0,0,0,0,0,1,3,1,3,FALSE,1,2019,2019-2020
NH,2020-02-29,intra-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-02-29,intra-ui,405,43,16,9,9,7,0,1,0,2,200,692,605,648,FALSE,0.936416184971098,2019,2019-2020
NH,2020-03-31,inter-total,232,3,2,2,0,0,0,0,0,2,77,318,309,312,FALSE,0.981132075471698,2019,2019-2020
NH,2020-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-03-31,inter-ui,232,3,2,2,0,0,0,0,0,2,77,318,309,312,FALSE,0.981132075471698,2019,2019-2020
NH,2020-03-31,intra-total,8959,29,22,15,6,1,4,2,0,4,4341,13383,13300,13329,FALSE,0.995965030262273,2019,2019-2020
NH,2020-03-31,intra-ucfe,1,0,0,0,0,0,0,0,0,0,1,2,2,2,FALSE,1,2019,2019-2020
NH,2020-03-31,intra-ucx,2,0,0,0,0,0,0,0,0,0,0,2,2,2,FALSE,1,2019,2019-2020
NH,2020-03-31,intra-ui,8956,29,22,15,6,1,4,2,0,4,4340,13379,13296,13325,FALSE,0.995963823903132,2019,2019-2020
NH,2020-04-30,inter-total,725,181,121,29,0,0,0,0,0,0,438,1494,1163,1344,FALSE,0.899598393574297,2019,2019-2020
NH,2020-04-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-04-30,inter-ui,725,181,121,29,0,0,0,0,0,0,438,1494,1163,1344,FALSE,0.899598393574297,2019,2019-2020
NH,2020-04-30,intra-total,25658,8285,6025,1506,8,2,0,1,0,3,14607,56095,40265,48550,FALSE,0.865496033514573,2019,2019-2020
NH,2020-04-30,intra-ucfe,2,4,3,0,0,0,0,0,0,0,7,16,9,13,FALSE,0.8125,2019,2019-2020
NH,2020-04-30,intra-ucx,4,5,3,0,0,0,0,0,0,0,10,22,14,19,FALSE,0.863636363636364,2019,2019-2020
NH,2020-04-30,intra-ui,25652,8276,6019,1506,8,2,0,1,0,3,14590,56057,40242,48518,FALSE,0.865511889683715,2019,2019-2020
NH,2020-05-31,inter-total,313,152,162,139,75,43,27,9,0,0,216,1136,529,681,FALSE,0.599471830985916,2019,2019-2020
NH,2020-05-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-05-31,inter-ui,313,152,162,139,75,43,27,9,0,0,216,1136,529,681,FALSE,0.599471830985916,2019,2019-2020
NH,2020-05-31,intra-total,8967,3249,3608,3119,1961,1350,1152,194,6,7,5509,29122,14476,17725,FALSE,0.608646384176911,2019,2019-2020
NH,2020-05-31,intra-ucfe,2,2,7,6,3,1,1,0,0,0,3,25,5,7,FALSE,0.28,2019,2019-2020
NH,2020-05-31,intra-ucx,2,1,4,1,1,0,1,0,0,0,6,16,8,9,FALSE,0.5625,2019,2019-2020
NH,2020-05-31,intra-ui,8963,3246,3597,3112,1957,1349,1150,194,6,7,5500,29081,14463,17709,FALSE,0.608954300058457,2019,2019-2020
NH,2020-06-30,inter-total,150,24,18,18,20,30,34,43,40,70,107,554,257,281,FALSE,0.507220216606498,2019,2019-2020
NH,2020-06-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2019,2019-2020
NH,2020-06-30,inter-ui,150,24,18,18,20,30,34,43,40,70,107,554,257,281,FALSE,0.507220216606498,2019,2019-2020
NH,2020-06-30,intra-total,4290,638,369,284,377,507,755,979,1042,1335,2114,12690,6404,7042,FALSE,0.554925137903861,2019,2019-2020
NH,2020-06-30,intra-ucfe,2,0,2,3,0,1,5,3,1,0,3,20,5,5,FALSE,0.25,2019,2019-2020
NH,2020-06-30,intra-ucx,3,3,0,0,1,0,0,2,1,0,3,13,6,9,FALSE,0.692307692307692,2019,2019-2020
NH,2020-06-30,intra-ui,4285,635,367,281,376,506,750,974,1040,1335,2108,12657,6393,7028,FALSE,0.555265860788497,2019,2019-2020
NH,2020-07-31,inter-total,106,34,16,22,8,7,5,5,10,84,51,348,157,191,FALSE,0.548850574712644,2020,2020-2021
NH,2020-07-31,inter-ucfe,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,0,2020,2020-2021
NH,2020-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-07-31,inter-ui,106,34,15,22,8,7,5,5,10,84,51,347,157,191,FALSE,0.550432276657061,2020,2020-2021
NH,2020-07-31,intra-total,2363,483,358,251,146,61,67,40,60,750,989,5568,3352,3835,FALSE,0.688757183908046,2020,2020-2021
NH,2020-07-31,intra-ucfe,1,0,1,0,3,1,1,0,0,4,1,12,2,2,FALSE,0.166666666666667,2020,2020-2021
NH,2020-07-31,intra-ucx,2,2,1,1,0,0,0,0,0,0,4,10,6,8,FALSE,0.8,2020,2020-2021
NH,2020-07-31,intra-ui,2360,481,356,250,143,60,66,40,60,746,984,5546,3344,3825,FALSE,0.689686260367833,2020,2020-2021
NH,2020-08-31,inter-total,60,15,17,14,8,5,5,1,3,65,32,225,92,107,FALSE,0.475555555555556,2020,2020-2021
NH,2020-08-31,inter-ucfe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE,0,2020,2020-2021
NH,2020-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-08-31,inter-ui,60,15,17,13,8,5,5,1,3,65,32,224,92,107,FALSE,0.477678571428571,2020,2020-2021
NH,2020-08-31,intra-total,792,287,258,218,158,106,59,36,31,486,497,2928,1289,1576,FALSE,0.538251366120219,2020,2020-2021
NH,2020-08-31,intra-ucfe,0,1,1,2,0,0,0,0,0,2,0,6,0,1,FALSE,0.166666666666667,2020,2020-2021
NH,2020-08-31,intra-ucx,1,0,0,1,0,0,0,1,0,0,1,4,2,2,FALSE,0.5,2020,2020-2021
NH,2020-08-31,intra-ui,791,286,257,215,158,106,59,35,31,484,496,2918,1287,1573,FALSE,0.539067854694997,2020,2020-2021
NH,2020-09-30,inter-total,35,11,7,5,3,4,2,4,1,39,22,133,57,68,FALSE,0.511278195488722,2020,2020-2021
NH,2020-09-30,inter-ucfe,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,0,2020,2020-2021
NH,2020-09-30,inter-ucx,0,0,0,0,0,0,1,0,0,1,0,2,0,0,FALSE,0,2020,2020-2021
NH,2020-09-30,inter-ui,35,11,7,5,3,4,1,4,1,37,22,130,57,68,FALSE,0.523076923076923,2020,2020-2021
NH,2020-09-30,intra-total,727,184,153,87,66,30,37,26,13,417,370,2110,1097,1281,FALSE,0.607109004739337,2020,2020-2021
NH,2020-09-30,intra-ucfe,1,0,0,2,0,0,1,1,0,1,0,6,1,1,FALSE,0.166666666666667,2020,2020-2021
NH,2020-09-30,intra-ucx,1,0,1,1,2,0,0,1,1,0,0,7,1,1,FALSE,0.142857142857143,2020,2020-2021
NH,2020-09-30,intra-ui,725,184,152,84,64,30,36,24,12,416,370,2097,1095,1279,FALSE,0.609918931807344,2020,2020-2021
NH,2020-10-31,inter-total,22,6,1,4,1,1,4,3,1,34,5,82,27,33,FALSE,0.402439024390244,2020,2020-2021
NH,2020-10-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-10-31,inter-ucx,0,0,1,0,0,0,0,0,0,1,0,2,0,0,FALSE,0,2020,2020-2021
NH,2020-10-31,inter-ui,22,6,0,4,1,1,4,3,1,33,5,80,27,33,FALSE,0.4125,2020,2020-2021
NH,2020-10-31,intra-total,440,85,68,38,36,26,14,7,22,288,179,1203,619,704,FALSE,0.58520365752286,2020,2020-2021
NH,2020-10-31,intra-ucfe,0,0,0,0,1,1,1,0,0,1,1,5,1,1,FALSE,0.2,2020,2020-2021
NH,2020-10-31,intra-ucx,2,2,0,0,0,0,1,0,0,0,0,5,2,4,FALSE,0.8,2020,2020-2021
NH,2020-10-31,intra-ui,438,83,68,38,35,25,12,7,22,287,178,1193,616,699,FALSE,0.585917854149204,2020,2020-2021
NH,2020-11-30,inter-total,24,5,2,4,2,4,1,3,0,22,13,80,37,42,FALSE,0.525,2020,2020-2021
NH,2020-11-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-11-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-11-30,inter-ui,24,5,2,4,2,4,1,3,0,22,13,80,37,42,FALSE,0.525,2020,2020-2021
NH,2020-11-30,intra-total,400,63,59,51,43,29,20,23,15,126,241,1070,641,704,FALSE,0.657943925233645,2020,2020-2021
NH,2020-11-30,intra-ucfe,1,1,0,1,0,0,0,0,0,0,4,7,5,6,FALSE,0.857142857142857,2020,2020-2021
NH,2020-11-30,intra-ucx,1,0,0,0,0,0,0,0,0,2,2,5,3,3,FALSE,0.6,2020,2020-2021
NH,2020-11-30,intra-ui,398,62,59,50,43,29,20,23,15,124,235,1058,633,695,FALSE,0.656899810964083,2020,2020-2021
NH,2020-12-31,inter-total,61,3,7,3,5,1,1,4,0,19,30,134,91,94,FALSE,0.701492537313433,2020,2020-2021
NH,2020-12-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2020-12-31,inter-ui,61,3,7,3,5,1,1,4,0,19,30,134,91,94,FALSE,0.701492537313433,2020,2020-2021
NH,2020-12-31,intra-total,960,68,84,82,59,33,27,23,33,172,474,2015,1434,1502,FALSE,0.745409429280397,2020,2020-2021
NH,2020-12-31,intra-ucfe,1,0,1,1,0,0,0,1,0,1,1,6,2,2,FALSE,0.333333333333333,2020,2020-2021
NH,2020-12-31,intra-ucx,1,0,0,0,0,0,0,1,0,3,1,6,2,2,FALSE,0.333333333333333,2020,2020-2021
NH,2020-12-31,intra-ui,958,68,83,81,59,33,27,21,33,168,472,2003,1430,1498,FALSE,0.747878182725911,2020,2020-2021
NH,2021-01-31,inter-total,79,9,9,5,6,5,3,2,1,18,27,164,106,115,FALSE,0.701219512195122,2020,2020-2021
NH,2021-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,0,2020,2020-2021
NH,2021-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-01-31,inter-ui,79,9,9,5,6,5,3,2,1,17,27,163,106,115,FALSE,0.705521472392638,2020,2020-2021
NH,2021-01-31,intra-total,1559,182,117,110,98,80,57,42,27,223,620,3115,2179,2361,FALSE,0.757945425361156,2020,2020-2021
NH,2021-01-31,intra-ucfe,1,0,0,0,0,1,0,0,1,1,3,7,4,4,FALSE,0.571428571428571,2020,2020-2021
NH,2021-01-31,intra-ucx,1,0,0,0,0,0,0,0,0,0,2,3,3,3,FALSE,1,2020,2020-2021
NH,2021-01-31,intra-ui,1557,182,117,110,98,79,57,42,26,222,615,3105,2172,2354,FALSE,0.758132045088567,2020,2020-2021
NH,2021-02-28,inter-total,20,6,12,4,10,4,5,5,5,36,24,131,44,50,FALSE,0.381679389312977,2020,2020-2021
NH,2021-02-28,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-02-28,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-02-28,inter-ui,20,6,12,4,10,4,5,5,5,36,24,131,44,50,FALSE,0.381679389312977,2020,2020-2021
NH,2021-02-28,intra-total,534,206,178,175,123,87,84,78,64,261,497,2287,1031,1237,FALSE,0.540883253170092,2020,2020-2021
NH,2021-02-28,intra-ucfe,1,0,0,1,1,0,0,0,0,3,0,6,1,1,FALSE,0.166666666666667,2020,2020-2021
NH,2021-02-28,intra-ucx,0,0,0,0,0,0,0,0,0,1,2,3,2,2,FALSE,0.666666666666667,2020,2020-2021
NH,2021-02-28,intra-ui,533,206,178,174,122,87,84,78,64,257,495,2278,1028,1234,FALSE,0.541703248463565,2020,2020-2021
NH,2021-03-31,inter-total,9,13,7,6,4,9,8,2,3,24,12,97,21,34,FALSE,0.350515463917526,2020,2020-2021
NH,2021-03-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-03-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-03-31,inter-ui,9,13,7,6,4,9,8,2,3,24,12,97,21,34,FALSE,0.350515463917526,2020,2020-2021
NH,2021-03-31,intra-total,185,310,136,99,139,156,115,66,47,177,380,1810,565,875,FALSE,0.483425414364641,2020,2020-2021
NH,2021-03-31,intra-ucfe,1,2,0,0,0,0,0,2,1,2,0,8,1,3,FALSE,0.375,2020,2020-2021
NH,2021-03-31,intra-ucx,1,0,1,2,0,0,1,0,0,1,1,7,2,2,FALSE,0.285714285714286,2020,2020-2021
NH,2021-03-31,intra-ui,183,308,135,97,139,156,114,64,46,174,379,1795,562,870,FALSE,0.484679665738162,2020,2020-2021
NH,2021-04-30,inter-total,37,17,10,7,3,4,0,0,1,10,52,141,89,106,FALSE,0.75177304964539,2020,2020-2021
NH,2021-04-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-04-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-04-30,inter-ui,37,17,10,7,3,4,0,0,1,10,52,141,89,106,FALSE,0.75177304964539,2020,2020-2021
NH,2021-04-30,intra-total,939,501,117,143,80,63,36,30,16,136,1799,3860,2738,3239,FALSE,0.839119170984456,2020,2020-2021
NH,2021-04-30,intra-ucfe,1,0,1,1,0,0,0,0,0,3,6,12,7,7,FALSE,0.583333333333333,2020,2020-2021
NH,2021-04-30,intra-ucx,0,0,0,1,0,0,0,0,0,0,1,2,1,1,FALSE,0.5,2020,2020-2021
NH,2021-04-30,intra-ui,938,501,116,141,80,63,36,30,16,133,1792,3846,2730,3231,FALSE,0.84009360374415,2020,2020-2021
NH,2021-05-31,inter-total,18,4,2,2,2,2,4,0,2,6,7,49,25,29,FALSE,0.591836734693878,2020,2020-2021
NH,2021-05-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-05-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-05-31,inter-ui,18,4,2,2,2,2,4,0,2,6,7,49,25,29,FALSE,0.591836734693878,2020,2020-2021
NH,2021-05-31,intra-total,624,88,77,109,112,107,71,29,22,218,248,1705,872,960,FALSE,0.563049853372434,2020,2020-2021
NH,2021-05-31,intra-ucfe,6,1,0,0,0,1,0,0,0,1,1,10,7,8,FALSE,0.8,2020,2020-2021
NH,2021-05-31,intra-ucx,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,0,2020,2020-2021
NH,2021-05-31,intra-ui,618,87,77,109,112,106,71,29,22,216,247,1694,865,952,FALSE,0.56198347107438,2020,2020-2021
NH,2021-06-30,inter-total,21,2,5,3,5,3,5,4,1,19,12,80,33,35,FALSE,0.4375,2020,2020-2021
NH,2021-06-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-06-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2020,2020-2021
NH,2021-06-30,inter-ui,21,2,5,3,5,3,5,4,1,19,12,80,33,35,FALSE,0.4375,2020,2020-2021
NH,2021-06-30,intra-total,512,61,54,75,80,80,51,40,40,136,130,1259,642,703,FALSE,0.558379666401906,2020,2020-2021
NH,2021-06-30,intra-ucfe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE,0,2020,2020-2021
NH,2021-06-30,intra-ucx,0,0,0,0,0,0,0,0,0,1,1,2,1,1,FALSE,0.5,2020,2020-2021
NH,2021-06-30,intra-ui,512,61,54,74,80,80,51,40,40,135,129,1256,641,702,FALSE,0.558917197452229,2020,2020-2021
NH,2021-07-31,inter-total,17,2,4,2,2,4,3,2,0,21,6,63,23,25,FALSE,0.396825396825397,2021,2021-2022
NH,2021-07-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-07-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-07-31,inter-ui,17,2,4,2,2,4,3,2,0,21,6,63,23,25,FALSE,0.396825396825397,2021,2021-2022
NH,2021-07-31,intra-total,345,115,113,64,38,42,33,18,30,282,229,1309,574,689,FALSE,0.526355996944232,2021,2021-2022
NH,2021-07-31,intra-ucfe,0,0,0,0,0,0,0,0,0,3,1,4,1,1,FALSE,0.25,2021,2021-2022
NH,2021-07-31,intra-ucx,1,0,0,0,0,0,0,0,0,2,0,3,1,1,FALSE,0.333333333333333,2021,2021-2022
NH,2021-07-31,intra-ui,344,115,113,64,38,42,33,18,30,277,228,1302,572,687,FALSE,0.527649769585254,2021,2021-2022
NH,2021-08-31,inter-total,10,1,1,0,7,1,4,1,2,20,4,51,14,15,FALSE,0.294117647058824,2021,2021-2022
NH,2021-08-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-08-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-08-31,inter-ui,10,1,1,0,7,1,4,1,2,20,4,51,14,15,FALSE,0.294117647058824,2021,2021-2022
NH,2021-08-31,intra-total,132,34,44,54,43,44,37,34,29,282,50,783,182,216,FALSE,0.275862068965517,2021,2021-2022
NH,2021-08-31,intra-ucfe,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,0,2021,2021-2022
NH,2021-08-31,intra-ucx,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,0,2021,2021-2022
NH,2021-08-31,intra-ui,132,34,44,54,43,44,37,34,29,280,50,781,182,216,FALSE,0.276568501920615,2021,2021-2022
NH,2021-09-30,inter-total,4,2,6,3,0,1,1,0,1,15,1,34,5,7,FALSE,0.205882352941176,2021,2021-2022
NH,2021-09-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-09-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-09-30,inter-ui,4,2,6,3,0,1,1,0,1,15,1,34,5,7,FALSE,0.205882352941176,2021,2021-2022
NH,2021-09-30,intra-total,80,66,44,26,35,28,36,19,22,307,38,701,118,184,FALSE,0.262482168330956,2021,2021-2022
NH,2021-09-30,intra-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-09-30,intra-ucx,2,0,0,0,0,0,0,1,0,0,0,3,2,2,FALSE,0.666666666666667,2021,2021-2022
NH,2021-09-30,intra-ui,78,66,44,26,35,28,36,18,22,307,38,698,116,182,FALSE,0.260744985673352,2021,2021-2022
NH,2021-10-31,inter-total,3,2,1,1,1,1,2,0,0,17,1,29,4,6,FALSE,0.206896551724138,2021,2021-2022
NH,2021-10-31,inter-ucfe,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,0,2021,2021-2022
NH,2021-10-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-10-31,inter-ui,3,2,1,1,1,1,2,0,0,16,1,28,4,6,FALSE,0.214285714285714,2021,2021-2022
NH,2021-10-31,intra-total,60,46,35,29,29,11,11,6,12,275,33,547,93,139,FALSE,0.254113345521024,2021,2021-2022
NH,2021-10-31,intra-ucfe,0,0,0,0,0,0,0,0,0,2,0,2,0,0,FALSE,0,2021,2021-2022
NH,2021-10-31,intra-ucx,1,0,0,0,0,0,0,0,0,2,0,3,1,1,FALSE,0.333333333333333,2021,2021-2022
NH,2021-10-31,intra-ui,59,46,35,29,29,11,11,6,12,271,33,542,92,138,FALSE,0.254612546125461,2021,2021-2022
NH,2021-11-30,inter-total,5,1,3,0,0,1,1,0,0,9,4,24,9,10,FALSE,0.416666666666667,2021,2021-2022
NH,2021-11-30,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-11-30,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-11-30,inter-ui,5,1,3,0,0,1,1,0,0,9,4,24,9,10,FALSE,0.416666666666667,2021,2021-2022
NH,2021-11-30,intra-total,84,51,37,20,24,13,6,8,6,171,42,462,126,177,FALSE,0.383116883116883,2021,2021-2022
NH,2021-11-30,intra-ucfe,0,0,0,0,0,0,0,1,0,2,0,3,0,0,FALSE,0,2021,2021-2022
NH,2021-11-30,intra-ucx,0,0,0,1,0,0,0,0,1,1,0,3,0,0,FALSE,0,2021,2021-2022
NH,2021-11-30,intra-ui,84,51,37,19,24,13,6,7,5,168,42,456,126,177,FALSE,0.388157894736842,2021,2021-2022
NH,2021-12-31,inter-total,28,10,2,3,1,0,0,1,0,18,10,73,38,48,FALSE,0.657534246575342,2021,2021-2022
NH,2021-12-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,1,1,1,1,FALSE,1,2021,2021-2022
NH,2021-12-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-12-31,inter-ui,28,10,2,3,1,0,0,1,0,18,9,72,37,47,FALSE,0.652777777777778,2021,2021-2022
NH,2021-12-31,intra-total,159,60,48,42,11,13,8,10,6,234,64,655,223,283,FALSE,0.43206106870229,2021,2021-2022
NH,2021-12-31,intra-ucfe,0,0,0,0,0,0,0,1,0,1,0,2,0,0,FALSE,0,2021,2021-2022
NH,2021-12-31,intra-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2021-12-31,intra-ui,159,60,48,42,11,13,8,9,6,233,64,653,223,283,FALSE,0.433384379785605,2021,2021-2022
NH,2022-01-31,inter-total,41,3,3,5,4,2,0,0,1,8,8,75,49,52,FALSE,0.693333333333333,2021,2021-2022
NH,2022-01-31,inter-ucfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2022-01-31,inter-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2022-01-31,inter-ui,41,3,3,5,4,2,0,0,1,8,8,75,49,52,FALSE,0.693333333333333,2021,2021-2022
NH,2022-01-31,intra-total,351,85,53,37,23,13,6,5,5,142,175,895,526,611,FALSE,0.68268156424581,2021,2021-2022
NH,2022-01-31,intra-ucfe,0,0,0,0,0,0,0,0,0,2,0,2,0,0,FALSE,0,2021,2021-2022
NH,2022-01-31,intra-ucx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2021,2021-2022
NH,2022-01-31,intra-ui,351,85,53,37,23,13,6,5,5,140,175,893,526,611,FALSE,0.68421052631579,2021,2021-2022
NH,2022-02-28,inter-total,12,4,4,4,1,1,0,1,0,6,5,38,17,21,FALSE,0.552631578947369,2021,2021-2022
