state_name,state,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
Colorado,CO,0.490714764687367,0.317778830536004,,,
Maryland,MD,0.352692750469162,0.586596848729555,0.602059123582594,0.623798717316231,0.60819089785832
New Mexico,NM,0.600750719704802,0.473928066593372,,,
Washington,WA,0.660147044961825,,,,
