variable,variable_type,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,five_yr_change
eth_not_hispanic_latino,eth,0.754990520454319,0.785541671874188,0.868693355464222,0.885116858918678,0.884145348492924,0.129154828038605
eth_hispanic_latino,eth,0.0645874417365417,0.0740340695019299,0.0674728633154179,0.0673069566274062,0.0715454195535027,0.00695797781696103
eth_ina,eth,0.18042203780914,0.140424258623883,0.0638337812203604,0.0475761844539158,0.0443092319535738,-0.136112805855566
